序号,stock_code,stock_name,hold_ratio,hold_shares,hold_value,report_period,fund_code,year
34,300408,三环集团,3.59,2800.0,101276.74,2020年4季度股票投资明细,270002,2020
35,600132,重庆啤酒,3.16,750.0,89242.5,2020年4季度股票投资明细,270002,2020
36,002027,分众传媒,3.11,8900.0,87843.0,2020年4季度股票投资明细,270002,2020
37,601899,紫金矿业,2.64,8000.0,74320.0,2020年4季度股票投资明细,270002,2020
38,300357,我武生物,2.61,960.0,73632.0,2020年4季度股票投资明细,270002,2020
39,603939,益丰药房,2.46,780.0,69288.9,2020年4季度股票投资明细,270002,2020
40,300012,华测检测,2.06,2120.0,58024.4,2020年4季度股票投资明细,270002,2020
1,300760,迈瑞医疗,4.79,320.0,127715.2,2021年1季度股票投资明细,270002,2021
2,300408,三环集团,4.43,2880.0,118230.68,2021年1季度股票投资明细,270002,2021
3,000895,双汇发展,3.93,2560.0,104960.0,2021年1季度股票投资明细,270002,2021
4,600031,三一重工,3.58,2800.0,95620.0,2021年1季度股票投资明细,270002,2021
5,002027,分众传媒,3.34,9600.0,89088.0,2021年1季度股票投资明细,270002,2021
6,600132,重庆啤酒,3.13,750.0,83467.5,2021年1季度股票投资明细,270002,2021
7,601899,紫金矿业,2.45,6800.0,65416.0,2021年1季度股票投资明细,270002,2021
8,603939,益丰药房,2.26,680.0,60316.0,2021年1季度股票投资明细,270002,2021
9,300012,华测检测,2.14,2000.0,57000.0,2021年1季度股票投资明细,270002,2021
10,300357,我武生物,2.12,960.0,56601.6,2021年1季度股票投资明细,270002,2021
11,300408,三环集团,4.63,2860.0,121321.2,2021年2季度股票投资明细,270002,2021
12,002027,分众传媒,4.31,12000.0,112920.0,2021年2季度股票投资明细,270002,2021
13,601899,紫金矿业,3.18,8600.0,83334.0,2021年2季度股票投资明细,270002,2021
14,300357,我武生物,2.35,960.0,61555.2,2021年2季度股票投资明细,270002,2021
15,300012,华测检测,2.35,1930.0,61528.4,2021年2季度股票投资明细,270002,2021
16,002444,巨星科技,2.31,1780.0,60662.4,2021年2季度股票投资明细,270002,2021
17,000895,双汇发展,2.28,1880.0,59784.0,2021年2季度股票投资明细,270002,2021
18,603833,欧派家居,2.08,385.18,54680.27,2021年2季度股票投资明细,270002,2021
19,300760,迈瑞医疗,2.01,110.0,52805.5,2021年2季度股票投资明细,270002,2021
20,600132,重庆啤酒,2.0,265.0,52456.75,2021年2季度股票投资明细,270002,2021
21,002027,分众传媒,4.14,12300.0,90036.0,2021年3季度股票投资明细,270002,2021
22,600519,贵州茅台,4.11,48.8,89304.0,2021年3季度股票投资明细,270002,2021
23,300408,三环集团,3.93,2300.0,85330.0,2021年3季度股票投资明细,270002,2021
24,603833,欧派家居,3.31,550.22,72007.78,2021年3季度股票投资明细,270002,2021
25,601899,紫金矿业,3.2,6900.0,69621.0,2021年3季度股票投资明细,270002,2021
26,002444,巨星科技,2.78,2200.0,60456.0,2021年3季度股票投资明细,270002,2021
27,300357,我武生物,2.59,960.0,56256.0,2021年3季度股票投资明细,270002,2021
28,300012,华测检测,2.27,1950.0,49432.5,2021年3季度股票投资明细,270002,2021
29,600323,瀚蓝环境,2.19,1800.0,47700.0,2021年3季度股票投资明细,270002,2021
30,300979,华利集团,1.71,420.0,37136.16,2021年3季度股票投资明细,270002,2021
31,002027,分众传媒,4.84,12300.0,100737.0,2021年4季度股票投资明细,270002,2021
32,300408,三环集团,4.5,2100.0,93660.0,2021年4季度股票投资明细,270002,2021
33,603833,欧派家居,3.89,550.0,81125.0,2021年4季度股票投资明细,270002,2021
34,600519,贵州茅台,3.44,35.0,71750.0,2021年4季度股票投资明细,270002,2021
35,002444,巨星科技,3.22,2200.0,67122.0,2021年4季度股票投资明细,270002,2021
36,601899,紫金矿业,3.21,6900.0,66930.0,2021年4季度股票投资明细,270002,2021
37,300357,我武生物,2.64,960.0,55008.0,2021年4季度股票投资明细,270002,2021
38,300012,华测检测,2.58,2000.0,53740.0,2021年4季度股票投资明细,270002,2021
39,002415,海康威视,1.91,760.0,39763.2,2021年4季度股票投资明细,270002,2021
40,300979,华利集团,1.83,428.6,38166.83,2021年4季度股票投资明细,270002,2021
1,603833,欧派家居,4.1,627.28,73392.26,2022年1季度股票投资明细,270002,2022
2,601899,紫金矿业,3.3,5200.0,58968.0,2022年1季度股票投资明细,270002,2022
3,300408,三环集团,3.28,2100.0,58779.0,2022年1季度股票投资明细,270002,2022
4,002027,分众传媒,3.0,8800.0,53768.0,2022年1季度股票投资明细,270002,2022
5,600547,山东黄金,2.46,2050.0,44075.0,2022年1季度股票投资明细,270002,2022
6,300012,华测检测,2.31,2100.0,41307.0,2022年1季度股票投资明细,270002,2022
7,002415,海康威视,2.13,930.0,38130.0,2022年1季度股票投资明细,270002,2022
8,600519,贵州茅台,2.11,22.0,37818.0,2022年1季度股票投资明细,270002,2022
9,300233,金城医药,1.86,900.0,33246.0,2022年1季度股票投资明细,270002,2022
10,300979,华利集团,1.74,428.6,31150.65,2022年1季度股票投资明细,270002,2022
11,603833,欧派家居,5.72,680.0,102462.4,2022年2季度股票投资明细,270002,2022
12,300408,三环集团,3.53,2100.0,63210.0,2022年2季度股票投资明细,270002,2022
13,002027,分众传媒,3.3,8800.0,59224.0,2022年2季度股票投资明细,270002,2022
14,300012,华测检测,2.72,2100.0,48741.0,2022年2季度股票投资明细,270002,2022
15,300979,华利集团,2.6,650.0,46576.2,2022年2季度股票投资明细,270002,2022
16,605499,东鹏饮料,2.28,239.25,40877.55,2022年2季度股票投资明细,270002,2022
17,300233,金城医药,2.26,1420.0,40512.6,2022年2季度股票投资明细,270002,2022
18,300357,我武生物,2.18,750.0,39022.5,2022年2季度股票投资明细,270002,2022
19,600547,山东黄金,2.12,2050.0,38048.0,2022年2季度股票投资明细,270002,2022
20,600519,贵州茅台,2.05,18.0,36810.0,2022年2季度股票投资明细,270002,2022
21,603833,欧派家居,4.71,675.0,76686.75,2022年3季度股票投资明细,270002,2022
22,300408,三环集团,3.36,2100.0,54684.0,2022年3季度股票投资明细,270002,2022
23,300012,华测检测,2.85,2280.0,46398.0,2022年3季度股票投资明细,270002,2022
24,605499,东鹏饮料,2.81,322.0,45685.36,2022年3季度股票投资明细,270002,2022
25,300357,我武生物,2.35,785.0,38253.05,2022年3季度股票投资明细,270002,2022
26,300233,金城医药,2.2,1420.0,35855.0,2022年3季度股票投资明细,270002,2022
27,600519,贵州茅台,2.07,18.0,33705.0,2022年3季度股票投资明细,270002,2022
28,300979,华利集团,1.89,650.0,30789.8,2022年3季度股票投资明细,270002,2022
29,002027,分众传媒,1.87,5500.0,30360.0,2022年3季度股票投资明细,270002,2022
30,002832,比音勒芬,1.56,1150.0,25311.5,2022年3季度股票投资明细,270002,2022
31,603833,欧派家居,4.98,680.0,82640.4,2022年4季度股票投资明细,270002,2022
32,300408,三环集团,3.66,1980.0,60805.8,2022年4季度股票投资明细,270002,2022
33,605499,东鹏饮料,3.49,326.0,57995.4,2022年4季度股票投资明细,270002,2022
34,300012,华测检测,3.06,2280.0,50844.0,2022年4季度股票投资明细,270002,2022
35,300357,我武生物,2.59,780.0,42978.0,2022年4季度股票投资明细,270002,2022
36,300979,华利集团,2.24,650.0,37121.5,2022年4季度股票投资明细,270002,2022
37,002027,分众传媒,2.13,5300.0,35404.0,2022年4季度股票投资明细,270002,2022
38,600519,贵州茅台,1.87,18.0,31086.0,2022年4季度股票投资明细,270002,2022
39,002832,比音勒芬,1.82,1180.0,30219.8,2022年4季度股票投资明细,270002,2022
40,600933,爱柯迪,1.49,1360.0,24765.6,2022年4季度股票投资明细,270002,2022
1,603833,欧派家居,4.96,680.0,82130.4,2023年1季度股票投资明细,270002,2023
2,605499,东鹏饮料,3.87,333.0,64072.53,2023年1季度股票投资明细,270002,2023
3,300408,三环集团,3.51,1930.0,58093.0,2023年1季度股票投资明细,270002,2023
4,300012,华测检测,2.97,2400.0,49200.0,2023年1季度股票投资明细,270002,2023
5,002832,比音勒芬,2.29,1180.0,37996.0,2023年1季度股票投资明细,270002,2023
6,300357,我武生物,2.24,780.0,37128.0,2023年1季度股票投资明细,270002,2023
7,002027,分众传媒,2.2,5300.0,36411.0,2023年1季度股票投资明细,270002,2023
8,300979,华利集团,2.06,650.0,34138.0,2023年1季度股票投资明细,270002,2023
9,600519,贵州茅台,1.98,18.0,32760.0,2023年1季度股票投资明细,270002,2023
10,600933,爱柯迪,1.84,1260.0,30466.8,2023年1季度股票投资明细,270002,2023
11,603833,欧派家居,4.25,680.0,65144.0,2023年2季度股票投资明细,270002,2023
12,605499,东鹏饮料,3.78,335.0,57921.5,2023年2季度股票投资明细,270002,2023
13,300408,三环集团,3.29,1720.0,50482.0,2023年2季度股票投资明细,270002,2023
14,300012,华测检测,3.05,2400.0,46800.0,2023年2季度股票投资明细,270002,2023
15,002832,比音勒芬,2.68,1160.0,41075.6,2023年2季度股票投资明细,270002,2023
16,600519,贵州茅台,1.98,18.0,30438.0,2023年2季度股票投资明细,270002,2023
17,300979,华利集团,1.91,600.0,29244.0,2023年2季度股票投资明细,270002,2023
18,600933,爱柯迪,1.82,1200.0,27948.0,2023年2季度股票投资明细,270002,2023
19,300357,我武生物,1.71,780.0,26231.4,2023年2季度股票投资明细,270002,2023
20,002027,分众传媒,1.69,3800.0,25878.0,2023年2季度股票投资明细,270002,2023
21,605499,东鹏饮料,4.66,390.0,70853.39,2023年3季度股票投资明细,270002,2023
22,603833,欧派家居,4.55,721.85,69218.2,2023年3季度股票投资明细,270002,2023
23,300408,三环集团,3.36,1650.0,51150.0,2023年3季度股票投资明细,270002,2023
24,300012,华测检测,2.95,2400.0,44832.0,2023年3季度股票投资明细,270002,2023
25,002832,比音勒芬,2.7,1221.11,41065.93,2023年3季度股票投资明细,270002,2023
26,000333,美的集团,2.48,680.0,37726.4,2023年3季度股票投资明细,270002,2023
27,600519,贵州茅台,2.25,19.0,34172.45,2023年3季度股票投资明细,270002,2023
28,600933,爱柯迪,2.01,1250.0,30612.5,2023年3季度股票投资明细,270002,2023
29,603730,岱美股份,1.99,1720.0,30220.4,2023年3季度股票投资明细,270002,2023
30,300760,迈瑞医疗,1.88,106.01,28602.56,2023年3季度股票投资明细,270002,2023
31,605499,东鹏饮料,4.82,380.0,69169.81,2023年4季度股票投资明细,270002,2023
32,603833,欧派家居,3.54,730.85,50874.47,2023年4季度股票投资明细,270002,2023
33,300408,三环集团,3.23,1575.0,46383.75,2023年4季度股票投资明细,270002,2023
34,000333,美的集团,3.04,799.0,43649.38,2023年4季度股票投资明细,270002,2023
35,002832,比音勒芬,2.69,1221.11,38709.19,2023年4季度股票投资明细,270002,2023
36,300012,华测检测,2.37,2400.0,34080.0,2023年4季度股票投资明细,270002,2023
37,600519,贵州茅台,2.28,19.0,32794.0,2023年4季度股票投资明细,270002,2023
38,002027,分众传媒,2.11,4800.0,30336.0,2023年4季度股票投资明细,270002,2023
39,600933,爱柯迪,1.96,1280.0,28083.2,2023年4季度股票投资明细,270002,2023
40,002003,伟星股份,1.95,2630.0,28071.41,2023年4季度股票投资明细,270002,2023
1,605499,东鹏饮料,4.73,350.0,65355.5,2024年1季度股票投资明细,270002,2024
2,000333,美的集团,3.7,795.0,51054.9,2024年1季度股票投资明细,270002,2024
3,603833,欧派家居,3.35,725.0,46313.0,2024年1季度股票投资明细,270002,2024
4,300408,三环集团,2.65,1480.0,36541.2,2024年1季度股票投资明细,270002,2024
5,002832,比音勒芬,2.58,1221.11,35644.2,2024年1季度股票投资明细,270002,2024
6,002027,分众传媒,2.36,5000.0,32600.0,2024年1季度股票投资明细,270002,2024
7,600519,贵州茅台,2.34,19.0,32355.1,2024年1季度股票投资明细,270002,2024
8,300012,华测检测,2.22,2400.0,30672.0,2024年1季度股票投资明细,270002,2024
9,002003,伟星股份,2.05,2720.0,28284.18,2024年1季度股票投资明细,270002,2024
10,601799,星宇股份,1.89,186.0,26051.16,2024年1季度股票投资明细,270002,2024
11,000333,美的集团,4.19,860.0,55470.0,2024年2季度股票投资明细,270002,2024
12,600547,山东黄金,3.43,1660.1,45453.51,2024年2季度股票投资明细,270002,2024
13,601899,紫金矿业,3.18,2400.0,42168.0,2024年2季度股票投资明细,270002,2024
14,002027,分众传媒,2.74,6000.0,36360.0,2024年2季度股票投资明细,270002,2024
15,002003,伟星股份,2.58,2720.0,34136.0,2024年2季度股票投资明细,270002,2024
16,605499,东鹏饮料,2.44,150.0,32362.5,2024年2季度股票投资明细,270002,2024
17,600750,江中药业,2.28,1308.0,30227.88,2024年2季度股票投资明细,270002,2024
18,002832,比音勒芬,2.21,1210.0,29245.7,2024年2季度股票投资明细,270002,2024
19,601168,西部矿业,2.03,1500.0,26925.01,2024年2季度股票投资明细,270002,2024
20,600519,贵州茅台,1.99,18.0,26413.02,2024年2季度股票投资明细,270002,2024
21,000333,美的集团,4.96,900.0,68454.0,2024年3季度股票投资明细,270002,2024
22,600547,山东黄金,4.2,1978.09,57938.15,2024年3季度股票投资明细,270002,2024
23,601899,紫金矿业,3.35,2550.0,46257.0,2024年3季度股票投资明细,270002,2024
24,002027,分众传媒,3.07,6000.0,42420.0,2024年3季度股票投资明细,270002,2024
25,002003,伟星股份,2.63,2600.0,36270.0,2024年3季度股票投资明细,270002,2024
26,300012,华测检测,2.49,2280.0,34291.2,2024年3季度股票投资明细,270002,2024
27,600750,江中药业,2.48,1450.0,34220.0,2024年3季度股票投资明细,270002,2024
28,600519,贵州茅台,2.28,18.0,31464.0,2024年3季度股票投资明细,270002,2024
29,601799,星宇股份,2.14,200.0,29534.0,2024年3季度股票投资明细,270002,2024
30,002832,比音勒芬,2.04,1160.0,28153.2,2024年3季度股票投资明细,270002,2024
31,000333,美的集团,5.82,900.0,67698.0,2024年4季度股票投资明细,270002,2024
32,601899,紫金矿业,4.55,3500.0,52920.0,2024年4季度股票投资明细,270002,2024
33,600547,山东黄金,4.09,2100.0,47523.0,2024年4季度股票投资明细,270002,2024
34,002003,伟星股份,3.05,2500.0,35425.0,2024年4季度股票投资明细,270002,2024
35,600750,江中药业,3.05,1560.0,35412.0,2024年4季度股票投资明细,270002,2024
36,002027,分众传媒,2.72,4500.0,31635.0,2024年4季度股票投资明细,270002,2024
37,600933,爱柯迪,2.47,1760.0,28688.0,2024年4季度股票投资明细,270002,2024
38,601799,星宇股份,2.3,200.0,26696.0,2024年4季度股票投资明细,270002,2024
39,002318,久立特材,2.28,1130.0,26453.3,2024年4季度股票投资明细,270002,2024
40,300012,华测检测,1.93,1800.0,22374.0,2024年4季度股票投资明细,270002,2024
1,002127,南极电商,9.9,3186.09,36958.64,2020年1季度股票投资明细,519066,2020
2,000858,五粮液,7.62,246.9,28442.88,2020年1季度股票投资明细,519066,2020
3,300144,宋城演艺,7.49,1120.03,27978.42,2020年1季度股票投资明细,519066,2020
4,600519,贵州茅台,7.14,24.0,26664.0,2020年1季度股票投资明细,519066,2020
5,000786,北新建材,4.11,650.38,15348.97,2020年1季度股票投资明细,519066,2020
6,300601,康泰生物,3.53,115.0,13179.0,2020年1季度股票投资明细,519066,2020
7,002714,牧原股份,3.45,105.42,12882.89,2020年1季度股票投资明细,519066,2020
8,600763,通策医疗,2.89,100.01,10778.92,2020年1季度股票投资明细,519066,2020
9,002706,良信股份,2.83,894.45,10572.41,2020年1季度股票投资明细,519066,2020
10,300760,迈瑞医疗,2.8,40.0,10468.0,2020年1季度股票投资明细,519066,2020
11,002127,南极电商,9.24,2709.46,57359.24,2020年2季度股票投资明细,519066,2020
12,601888,中国中免,8.69,350.0,53910.04,2020年2季度股票投资明细,519066,2020
13,000858,五粮液,7.1,257.49,44062.34,2020年2季度股票投资明细,519066,2020
14,300144,宋城演艺,5.99,2150.09,37196.52,2020年2季度股票投资明细,519066,2020
15,600519,贵州茅台,4.24,18.0,26331.84,2020年2季度股票投资明细,519066,2020
16,002706,良信股份,3.34,1241.22,20703.54,2020年2季度股票投资明细,519066,2020
17,300601,康泰生物,3.14,120.0,19459.2,2020年2季度股票投资明细,519066,2020
18,600763,通策医疗,2.78,103.4,17244.33,2020年2季度股票投资明细,519066,2020
19,300760,迈瑞医疗,2.71,55.01,16815.52,2020年2季度股票投资明细,519066,2020
20,603713,密尔克卫,2.51,150.01,15603.71,2020年2季度股票投资明细,519066,2020
21,601888,中国中免,7.72,327.58,73030.69,2020年3季度股票投资明细,519066,2020
22,000858,五粮液,7.0,300.0,66300.84,2020年3季度股票投资明细,519066,2020
23,002127,南极电商,5.84,3200.0,55232.0,2020年3季度股票投资明细,519066,2020
24,600519,贵州茅台,4.58,26.0,43381.0,2020年3季度股票投资明细,519066,2020
25,002706,良信股份,4.22,1500.0,39929.98,2020年3季度股票投资明细,519066,2020
26,300760,迈瑞医疗,3.97,108.0,37585.29,2020年3季度股票投资明细,519066,2020
27,300144,宋城演艺,3.94,2043.96,37281.83,2020年3季度股票投资明细,519066,2020
28,002568,百润股份,2.7,400.0,25547.73,2020年3季度股票投资明细,519066,2020
29,002847,盐津铺子,2.69,180.0,25417.22,2020年3季度股票投资明细,519066,2020
30,600298,安琪酵母,2.63,420.0,24911.75,2020年3季度股票投资明细,519066,2020
31,600519,贵州茅台,10.15,51.5,102902.0,2020年4季度股票投资明细,519066,2020
32,000858,五粮液,7.77,270.0,78798.3,2020年4季度股票投资明细,519066,2020
33,601888,中国中免,5.85,210.05,59327.8,2020年4季度股票投资明细,519066,2020
34,002706,良信股份,4.72,1562.04,47860.88,2020年4季度股票投资明细,519066,2020
35,002568,百润股份,4.11,400.0,41716.0,2020年4季度股票投资明细,519066,2020
36,300144,宋城演艺,4.11,2350.0,41642.0,2020年4季度股票投资明细,519066,2020
37,002127,南极电商,4.05,3000.0,41040.0,2020年4季度股票投资明细,519066,2020
38,688111,金山办公,3.37,90.0,34146.1,2020年4季度股票投资明细,519066,2020
39,300760,迈瑞医疗,3.36,80.0,34080.0,2020年4季度股票投资明细,519066,2020
40,603345,安井食品,3.23,170.0,32788.69,2020年4季度股票投资明细,519066,2020
1,000858,五粮液,9.32,300.0,80394.0,2021年1季度股票投资明细,519066,2021
2,600519,贵州茅台,9.09,39.0,78351.0,2021年1季度股票投资明细,519066,2021
3,601888,中国中免,9.05,255.0,78050.4,2021年1季度股票投资明细,519066,2021
4,002568,百润股份,6.0,475.0,51775.0,2021年1季度股票投资明细,519066,2021
5,002706,良信股份,5.57,1557.14,48006.6,2021年1季度股票投资明细,519066,2021
6,603345,安井食品,4.72,195.01,40670.87,2021年1季度股票投资明细,519066,2021
7,300760,迈瑞医疗,4.17,90.01,35922.21,2021年1季度股票投资明细,519066,2021
8,300274,阳光电源,3.33,400.0,28712.0,2021年1季度股票投资明细,519066,2021
9,600298,安琪酵母,3.21,501.0,27675.37,2021年1季度股票投资明细,519066,2021
10,603027,千禾味业,2.92,680.0,25160.06,2021年1季度股票投资明细,519066,2021
11,000858,五粮液,9.39,300.0,89367.0,2021年2季度股票投资明细,519066,2021
12,601888,中国中免,8.52,270.0,81027.0,2021年2季度股票投资明细,519066,2021
13,600519,贵州茅台,8.22,38.0,78154.6,2021年2季度股票投资明细,519066,2021
14,002568,百润股份,7.17,720.0,68248.8,2021年2季度股票投资明细,519066,2021
15,603345,安井食品,6.54,245.01,62236.93,2021年2季度股票投资明细,519066,2021
16,002271,东方雨虹,5.23,900.01,49788.3,2021年2季度股票投资明细,519066,2021
17,002475,立讯精密,4.84,1000.0,46000.0,2021年2季度股票投资明细,519066,2021
18,002706,良信股份,4.8,2024.28,45627.29,2021年2季度股票投资明细,519066,2021
19,300760,迈瑞医疗,3.78,75.0,36003.75,2021年2季度股票投资明细,519066,2021
20,603713,密尔克卫,2.72,240.0,25915.26,2021年2季度股票投资明细,519066,2021
21,601888,中国中免,7.2,229.0,59540.0,2021年3季度股票投资明细,519066,2021
22,000858,五粮液,6.88,259.39,56907.57,2021年3季度股票投资明细,519066,2021
23,600519,贵州茅台,6.64,30.0,54900.0,2021年3季度股票投资明细,519066,2021
24,002568,百润股份,6.48,720.0,53632.8,2021年3季度股票投资明细,519066,2021
25,603345,安井食品,5.69,245.01,47039.09,2021年3季度股票投资明细,519066,2021
26,300760,迈瑞医疗,3.73,80.0,30833.6,2021年3季度股票投资明细,519066,2021
27,002706,良信股份,3.33,2024.28,27509.98,2021年3季度股票投资明细,519066,2021
28,002714,牧原股份,3.14,500.0,25950.01,2021年3季度股票投资明细,519066,2021
29,600309,万华化学,2.77,215.0,22951.25,2021年3季度股票投资明细,519066,2021
30,603259,药明康德,2.77,150.07,22930.27,2021年3季度股票投资明细,519066,2021
31,600519,贵州茅台,7.84,30.0,61500.0,2021年4季度股票投资明细,519066,2021
32,601888,中国中免,7.55,270.0,59240.7,2021年4季度股票投资明细,519066,2021
33,002568,百润股份,5.49,720.0,43077.6,2021年4季度股票投资明细,519066,2021
34,002706,良信股份,4.6,2024.28,36072.69,2021年4季度股票投资明细,519066,2021
35,300750,宁德时代,4.5,60.0,35280.82,2021年4季度股票投资明细,519066,2021
36,600309,万华化学,4.05,314.55,31769.55,2021年4季度股票投资明细,519066,2021
37,603713,密尔克卫,3.5,203.93,27485.77,2021年4季度股票投资明细,519066,2021
38,300760,迈瑞医疗,3.4,70.0,26656.0,2021年4季度股票投资明细,519066,2021
39,000568,泸州老窖,3.3,102.0,25894.74,2021年4季度股票投资明细,519066,2021
40,300274,阳光电源,3.16,170.01,24786.82,2021年4季度股票投资明细,519066,2021
1,600519,贵州茅台,8.46,32.12,55220.12,2022年1季度股票投资明细,519066,2022
2,300750,宁德时代,5.17,65.8,33710.06,2022年1季度股票投资明细,519066,2022
3,603259,药明康德,5.1,296.07,33272.03,2022年1季度股票投资明细,519066,2022
4,601888,中国中免,4.93,195.8,32183.65,2022年1季度股票投资明细,519066,2022
5,000568,泸州老窖,3.93,137.8,25614.26,2022年1季度股票投资明细,519066,2022
6,300274,阳光电源,3.83,233.0,24991.76,2022年1季度股票投资明细,519066,2022
7,000858,五粮液,3.78,159.18,24682.45,2022年1季度股票投资明细,519066,2022
8,002706,良信股份,3.74,2024.28,24412.83,2022年1季度股票投资明细,519066,2022
9,002714,牧原股份,3.35,384.01,21834.8,2022年1季度股票投资明细,519066,2022
10,002271,东方雨虹,3.24,470.0,21121.8,2022年1季度股票投资明细,519066,2022
11,600519,贵州茅台,9.07,31.12,63647.35,2022年2季度股票投资明细,519066,2022
12,000858,五粮液,6.26,217.74,43968.24,2022年2季度股票投资明细,519066,2022
13,300750,宁德时代,5.59,73.55,39276.45,2022年2季度股票投资明细,519066,2022
14,000568,泸州老窖,5.21,148.29,36559.42,2022年2季度股票投资明细,519066,2022
15,603259,药明康德,4.8,324.1,33703.14,2022年2季度股票投资明细,519066,2022
16,601888,中国中免,3.58,108.04,25166.64,2022年2季度股票投资明细,519066,2022
17,002714,牧原股份,3.02,384.01,21224.22,2022年2季度股票投资明细,519066,2022
18,002706,良信股份,2.61,1107.48,18306.66,2022年2季度股票投资明细,519066,2022
19,600309,万华化学,2.36,170.55,16541.64,2022年2季度股票投资明细,519066,2022
20,603501,韦尔股份,2.35,95.26,16483.2,2022年2季度股票投资明细,519066,2022
21,600519,贵州茅台,9.35,31.12,58278.57,2022年3季度股票投资明细,519066,2022
22,000568,泸州老窖,5.79,156.49,36095.98,2022年3季度股票投资明细,519066,2022
23,000858,五粮液,5.04,185.74,31432.78,2022年3季度股票投资明细,519066,2022
24,600048,保利发展,4.43,1532.99,27593.85,2022年3季度股票投资明细,519066,2022
25,300750,宁德时代,4.38,68.05,27281.13,2022年3季度股票投资明细,519066,2022
26,603259,药明康德,4.05,352.1,25242.03,2022年3季度股票投资明细,519066,2022
27,002714,牧原股份,3.36,384.01,20936.21,2022年3季度股票投资明细,519066,2022
28,600309,万华化学,2.52,170.55,15707.66,2022年3季度股票投资明细,519066,2022
29,601888,中国中免,2.26,71.04,14084.43,2022年3季度股票投资明细,519066,2022
30,600160,巨化股份,2.21,992.0,13778.82,2022年3季度股票投资明细,519066,2022
31,600519,贵州茅台,9.71,34.1,58896.57,2022年4季度股票投资明细,519066,2022
32,000568,泸州老窖,8.86,239.72,53764.4,2022年4季度股票投资明细,519066,2022
33,603259,药明康德,4.7,352.1,28520.08,2022年4季度股票投资明细,519066,2022
34,600048,保利发展,4.03,1617.99,24480.21,2022年4季度股票投资明细,519066,2022
35,000858,五粮液,3.91,131.41,23743.99,2022年4季度股票投资明细,519066,2022
36,002714,牧原股份,3.09,384.01,18720.48,2022年4季度股票投资明细,519066,2022
37,300750,宁德时代,3.05,47.05,18510.96,2022年4季度股票投资明细,519066,2022
38,600160,巨化股份,2.88,1126.0,17464.2,2022年4季度股票投资明细,519066,2022
39,600309,万华化学,2.6,170.55,15801.46,2022年4季度股票投资明细,519066,2022
40,600399,抚顺特钢,2.05,868.0,12421.08,2022年4季度股票投资明细,519066,2022
1,000568,泸州老窖,10.17,239.72,61078.26,2023年1季度股票投资明细,519066,2023
2,600519,贵州茅台,9.82,32.42,59010.59,2023年1季度股票投资明细,519066,2023
3,000858,五粮液,5.12,156.15,30761.02,2023年1季度股票投资明细,519066,2023
4,603259,药明康德,4.66,352.1,27991.93,2023年1季度股票投资明细,519066,2023
5,600048,保利发展,3.81,1617.99,22862.22,2023年1季度股票投资明细,519066,2023
6,300750,宁德时代,3.18,47.05,19105.22,2023年1季度股票投资明细,519066,2023
7,600160,巨化股份,2.96,1006.0,17786.01,2023年1季度股票投资明细,519066,2023
8,002714,牧原股份,2.77,339.01,16611.48,2023年1季度股票投资明细,519066,2023
9,600309,万华化学,2.72,170.55,16352.33,2023年1季度股票投资明细,519066,2023
10,002484,江海股份,1.83,500.12,10967.57,2023年1季度股票投资明细,519066,2023
11,600519,贵州茅台,9.35,29.46,49822.61,2023年2季度股票投资明细,519066,2023
12,000568,泸州老窖,9.23,234.65,49175.6,2023年2季度股票投资明细,519066,2023
13,000858,五粮液,4.79,156.15,25541.01,2023年2季度股票投资明细,519066,2023
14,603259,药明康德,4.12,352.1,21939.34,2023年2季度股票投资明细,519066,2023
15,600048,保利发展,3.95,1617.99,21082.43,2023年2季度股票投资明细,519066,2023
16,300750,宁德时代,3.63,84.69,19376.8,2023年2季度股票投资明细,519066,2023
17,600160,巨化股份,2.6,1006.0,13862.62,2023年2季度股票投资明细,519066,2023
18,002714,牧原股份,2.36,299.01,12603.26,2023年2季度股票投资明细,519066,2023
19,600309,万华化学,2.12,128.55,11291.83,2023年2季度股票投资明细,519066,2023
20,002484,江海股份,1.69,422.12,8986.87,2023年2季度股票投资明细,519066,2023
21,600519,贵州茅台,9.9,28.49,51246.8,2023年3季度股票投资明细,519066,2023
22,000568,泸州老窖,9.3,222.35,48172.13,2023年3季度股票投资明细,519066,2023
23,603259,药明康德,4.99,300.1,25862.6,2023年3季度股票投资明细,519066,2023
24,000858,五粮液,4.71,156.15,24374.59,2023年3季度股票投资明细,519066,2023
25,600048,保利发展,3.98,1617.99,20613.21,2023年3季度股票投资明细,519066,2023
26,300750,宁德时代,3.32,84.69,17195.12,2023年3季度股票投资明细,519066,2023
27,600160,巨化股份,2.96,1006.0,15311.26,2023年3季度股票投资明细,519066,2023
28,600309,万华化学,2.19,128.55,11353.54,2023年3季度股票投资明细,519066,2023
29,603379,三美股份,1.73,312.0,8957.4,2023年3季度股票投资明细,519066,2023
30,600399,抚顺特钢,1.57,868.0,8133.16,2023年3季度股票投资明细,519066,2023
31,600519,贵州茅台,9.77,27.01,46625.13,2023年4季度股票投资明细,519066,2023
32,000568,泸州老窖,8.7,231.53,41541.11,2023年4季度股票投资明细,519066,2023
33,000858,五粮液,4.59,156.15,21909.03,2023年4季度股票投资明细,519066,2023
34,603259,药明康德,4.38,287.14,20892.29,2023年4季度股票投资明细,519066,2023
