date,close,daily_return,cumulative_return,rolling_peak,drawdown
2021-01-18,133.9,0.0006,0.339,178.73,-0.2508252671627594
2021-01-19,132.35,-0.01151,0.3235,178.73,-0.2594975661612488
2021-01-20,134.2,0.01397,0.342,178.73,-0.2491467576791809
2021-01-21,131.63,-0.01918,0.3163,178.73,-0.2635259889218374
2021-01-22,130.68,-0.00718,0.3068,178.73,-0.2688412689531695
2021-01-25,130.78,0.00075,0.3078,178.73,-0.26828176579197666
2021-01-26,130.65,-0.00101,0.3065,178.73,-0.26900911990152737
2021-01-27,126.94,-0.02837,0.2694,178.73,-0.28976668718178256
2021-01-28,125.34,-0.0126,0.2534,178.73,-0.29871873776086827
2021-01-29,125.74,0.00319,0.2574,178.73,-0.2964807251160969
2021-02-01,123.43,-0.01839,0.2343,178.73,-0.3094052481396519
2021-02-02,125.79,0.01911,0.2579,178.73,-0.2962009735355004
2021-02-03,126.79,0.00793,0.2679,178.73,-0.2906059419235718
2021-02-04,125.94,-0.00671,0.2594,178.73,-0.29536171879371115
2021-02-05,125.63,-0.00244,0.2563,178.73,-0.29709617859340903
2021-02-08,129.11,0.02774,0.2911,178.73,-0.27762546858389736
2021-02-09,130.96,0.01432,0.3096,178.73,-0.2672746601018295
2021-02-10,131.78,0.00626,0.3178,178.73,-0.26268673418004806
2021-02-11,129.18,-0.01978,0.2918,178.73,-0.2772338163710624
2021-02-12,132.33,0.02438,0.3233,178.73,-0.2596094667934873
2021-02-15,134.45,0.01601,0.3445,178.73,-0.24774799977619877
2021-02-16,134.26,-0.0014,0.3426,178.73,-0.24881105578246518
2021-02-17,133.29,-0.00722,0.3329,178.73,-0.25423823644603594
2021-02-18,133.02,-0.00197,0.3302,178.73,-0.2557488949812565
2021-02-19,130.81,-0.01668,0.3081,178.73,-0.2681139148436188
2021-02-22,130.01,-0.00608,0.3001,178.73,-0.27258994013316173
2021-02-23,131.55,0.01182,0.3155,178.73,-0.2639735914507916
2021-02-24,128.2,-0.02546,0.282,178.73,-0.28271694735075253
2021-02-25,127.71,-0.0038,0.2771,178.73,-0.28545851284059753
2021-02-26,128.02,0.0024,0.2802,178.73,-0.2837240530408996
2021-03-01,128.3,0.00225,0.283,178.73,-0.28215744418955957
2021-03-02,126.21,-0.01634,0.2621,178.73,-0.29385106025849045
2021-03-03,124.14,-0.01639,0.2414,178.73,-0.3054327756951826
2021-03-04,126.19,0.01654,0.2619,178.73,-0.293962960890729
2021-03-05,124.05,-0.01701,0.2405,178.73,-0.3059363285402562
2021-03-08,125.95,0.01538,0.2595,178.73,-0.2953057684775918
2021-03-09,125.17,-0.00624,0.2517,178.73,-0.29966989313489617
2021-03-10,127.22,0.01641,0.2722,178.73,-0.28820007833044253
2021-03-11,126.54,-0.00536,0.2654,178.73,-0.29200469982655397
2021-03-12,124.49,-0.01616,0.2449,178.73,-0.30347451463100766
2021-03-15,126.13,0.01317,0.2613,178.73,-0.2942986627874447
2021-03-16,126.2,0.0005,0.262,178.73,-0.2939070105746097
2021-03-17,128.94,0.02175,0.2894,178.73,-0.2785766239579253
2021-03-18,130.71,0.01369,0.3071,178.73,-0.26867341800481165
2021-03-19,130.37,-0.00258,0.3037,178.73,-0.2705757287528674
2021-03-22,129.62,-0.00577,0.2962,178.73,-0.2747720024618138
2021-03-23,129.76,0.00109,0.2976,178.73,-0.2739886980361439
2021-03-24,130.21,0.00351,0.3021,178.73,-0.27147093381077597
2021-03-25,128.65,-0.01204,0.2865,178.73,-0.2801991831253846
2021-03-26,130.31,0.01296,0.3031,178.73,-0.2709114306495831
2021-03-29,129.66,-0.00501,0.2966,178.73,-0.27454820119733675
2021-03-30,128.96,-0.00538,0.2896,178.73,-0.2784647233256867
2021-03-31,128.05,-0.00709,0.2805,178.73,-0.28355620209254173
2021-04-01,128.57,0.0041,0.2857,178.73,-0.2806467856543389
2021-04-02,127.38,-0.00928,0.2738,178.73,-0.28730487327253396
2021-04-05,127.72,0.00271,0.2772,178.73,-0.2854025625244782
2021-04-06,132.94,0.04087,0.3294,178.73,-0.2561964975102109
2021-04-07,132.94,-3e-05,0.3294,178.73,-0.2561964975102109
2021-04-08,132.2,-0.00554,0.322,178.73,-0.2603368209030381
2021-04-09,129.11,-0.02343,0.2911,178.73,-0.27762546858389736
2021-04-12,129.3,0.00148,0.293,178.73,-0.276562412577631
2021-04-13,127.31,-0.01533,0.2731,178.73,-0.28769652548536895
2021-04-14,126.72,-0.0047,0.2672,178.73,-0.29099759413640686
2021-04-15,127.09,0.00295,0.2709,178.73,-0.28892743243999325
2021-04-16,124.0,-0.02435,0.24,178.73,-0.30621608012085266
2021-04-19,124.37,0.00303,0.2437,178.73,-0.30414591842443905
2021-04-20,125.01,0.00517,0.2501,178.73,-0.30056509819280475
2021-04-21,122.76,-0.01806,0.2276,178.73,-0.3131539193196441
2021-04-22,122.15,-0.00494,0.2215,178.73,-0.31656688860292054
2021-04-23,119.0,-0.02579,0.19,178.73,-0.3341912381804957
2021-04-26,121.81,0.02359,0.2181,178.73,-0.3184691993509763
2021-04-27,122.48,0.00554,0.2248,178.73,-0.3147205281709841
2021-04-28,122.26,-0.00185,0.2226,178.73,-0.3159514351256084
2021-04-29,122.06,-0.00162,0.2206,178.73,-0.3170704414479941
2021-04-30,124.15,0.01716,0.2415,178.73,-0.3053768253790633
2021-05-03,124.07,-0.00062,0.2407,178.73,-0.30582442790801767
2021-05-04,124.76,0.00555,0.2476,178.73,-0.30196385609578685
2021-05-05,127.6,0.02277,0.276,178.73,-0.2860739663179097
2021-05-06,127.06,-0.00427,0.2706,178.73,-0.2890952833883511
2021-05-07,125.14,-0.01509,0.2514,178.73,-0.29983774408325403
2021-05-10,123.74,-0.01121,0.2374,178.73,-0.3076707883399541
2021-05-11,126.4,0.02147,0.264,178.73,-0.29278800425222395
2021-05-12,126.66,0.00208,0.2666,178.73,-0.2913332960331226
2021-05-13,125.83,-0.00653,0.2583,178.73,-0.2959771722710233
2021-05-14,127.7,0.01487,0.277,178.73,-0.2855144631567168
2021-05-17,129.64,0.01522,0.2964,178.73,-0.2746601018295754
2021-05-18,128.85,-0.00615,0.2885,178.73,-0.2790801768029989
2021-05-19,127.13,-0.01334,0.2713,178.73,-0.2887036311755161
2021-05-20,124.33,-0.02202,0.2433,178.73,-0.3043697196889162
2021-05-21,121.19,-0.02526,0.2119,178.73,-0.32193811895037205
2021-05-24,120.81,-0.00309,0.2081,178.73,-0.3240642309629049
2021-05-25,119.34,-0.0122,0.1934,178.73,-0.33228892743243993
2021-05-26,122.64,0.0277,0.2264,178.73,-0.31382532311307554
2021-05-27,122.84,0.0016,0.2284,178.73,-0.31270631679068983
2021-05-28,119.47,-0.02741,0.1947,178.73,-0.33156157332288927
2021-05-31,122.02,0.02132,0.2202,178.73,-0.3172942427124713
2021-06-01,122.4,0.00309,0.224,178.73,-0.3151681306999384
2021-06-02,123.74,0.01097,0.2374,178.73,-0.3076707883399541
2021-06-03,125.06,0.01064,0.2506,178.73,-0.3002853466122083
2021-06-04,125.69,0.00505,0.2569,178.73,-0.2967604766966933
2021-06-07,126.74,0.00834,0.2674,178.73,-0.29088569350416826
2021-06-08,127.27,0.00421,0.2727,178.73,-0.28792032674984613
2021-06-09,125.33,-0.01529,0.2533,178.73,-0.2987746880769876
2021-06-10,126.09,0.00607,0.2609,178.73,-0.29452246405192184
2021-06-11,128.05,0.0156,0.2805,178.73,-0.28355620209254173
2021-06-14,127.76,-0.0023,0.2776,178.73,-0.285178761260001
2021-06-15,128.88,0.00874,0.2888,178.73,-0.27891232585464104
2021-06-16,129.76,0.00683,0.2976,178.73,-0.2739886980361439
2021-06-17,133.27,0.02708,0.3327,178.73,-0.2543501370782744
2021-06-18,132.88,-0.00291,0.3288,178.73,-0.2565321994069266
2021-06-21,132.42,-0.00348,0.3242,178.73,-0.2591059139484138
2021-06-22,132.29,-0.00095,0.3229,178.73,-0.25983326805796453
2021-06-23,132.2,-0.00073,0.322,178.73,-0.2603368209030381
2021-06-24,127.94,-0.0322,0.2794,178.73,-0.28417165556985396
2021-06-25,126.84,-0.00857,0.2684,178.73,-0.29032619034297535
2021-06-28,127.49,0.0051,0.2749,178.73,-0.28668941979522183
2021-06-29,127.57,0.00063,0.2757,178.73,-0.2862418172662676
2021-06-30,126.19,-0.01084,0.2619,178.73,-0.293962960890729
2021-07-01,125.06,-0.00889,0.2506,178.73,-0.3002853466122083
2021-07-02,124.51,-0.00441,0.2451,178.73,-0.303362613998769
2021-07-05,123.16,-0.01087,0.2316,178.73,-0.3109159066748727
2021-07-06,122.34,-0.00669,0.2234,178.73,-0.3155038325966541
2021-07-07,121.47,-0.00707,0.2147,178.73,-0.32037151009903203
2021-07-08,123.14,0.01373,0.2314,178.73,-0.3110278073071112
2021-07-09,125.05,0.01549,0.2505,178.73,-0.3003412969283276
2021-07-12,126.83,0.01429,0.2683,178.73,-0.2903821406590947
2021-07-13,127.71,0.00694,0.2771,178.73,-0.28545851284059753
2021-07-14,126.5,-0.00952,0.265,178.73,-0.2922285010910311
2021-07-15,128.35,0.01467,0.2835,178.73,-0.2818776926089632
2021-07-16,127.86,-0.00381,0.2786,178.73,-0.2846192580988082
2021-07-19,128.0,0.00108,0.28,178.73,-0.2838359536731382
2021-07-20,130.58,0.02015,0.3058,178.73,-0.2694007721143623
2021-07-21,130.84,0.00197,0.3084,178.73,-0.26794606389526093
2021-07-22,131.41,0.00434,0.3141,178.73,-0.2647568958764617
2021-07-23,128.81,-0.01974,0.2881,178.73,-0.27930397806747603
2021-07-26,129.82,0.00781,0.2982,178.73,-0.2736529961394282
2021-07-27,128.07,-0.01346,0.2807,178.73,-0.28344430146030325
2021-07-28,130.05,0.01542,0.3005,178.73,-0.2723661388686845
2021-07-29,129.8,-0.00193,0.298,178.73,-0.27376489677166665
2021-07-30,125.68,-0.03167,0.2568,178.73,-0.2968164270128125
2021-08-02,125.13,-0.00444,0.2513,178.73,-0.29989369439937336
2021-08-03,124.81,-0.00256,0.2481,178.73,-0.30168410451519045
2021-08-04,125.78,0.00779,0.2578,178.73,-0.2962569238516197
2021-08-05,127.1,0.01047,0.271,178.73,-0.288871482123874
2021-08-06,126.59,-0.004,0.2659,178.73,-0.2917249482459575
2021-08-09,128.54,0.01544,0.2854,178.73,-0.2808146366026968
2021-08-10,122.74,-0.04517,0.2274,178.73,-0.31326581995188274
2021-08-11,121.56,-0.0096,0.2156,178.73,-0.31986795725395845
2021-08-12,119.69,-0.01538,0.1969,178.73,-0.33033066636826497
2021-08-13,117.6,-0.01744,0.176,178.73,-0.34202428243719574
2021-08-16,119.32,0.01467,0.1932,178.73,-0.3324008280646786
2021-08-17,120.85,0.01277,0.2085,178.73,-0.3238404296984278
2021-08-18,119.58,-0.0105,0.1958,178.73,-0.3309461198455771
2021-08-19,121.71,0.01783,0.2171,178.73,-0.3190287025121692
2021-08-20,121.98,0.00222,0.2198,178.73,-0.3175180439769484
2021-08-23,121.33,-0.00536,0.2133,178.73,-0.321154814524702
2021-08-24,120.2,-0.0093,0.202,178.73,-0.3274772002461813
2021-08-25,118.93,-0.01053,0.1893,178.73,-0.33458289039333067
2021-08-26,119.84,0.00761,0.1984,178.73,-0.3294914116264756
2021-08-27,121.06,0.01018,0.2106,178.73,-0.3226654730599227
2021-08-30,121.57,0.00421,0.2157,178.73,-0.3198120069378392
2021-08-31,118.05,-0.02898,0.1805,178.73,-0.33950651821182787
2021-09-01,118.64,0.00505,0.1864,178.73,-0.33620544956078996
2021-09-02,119.7,0.00895,0.197,178.73,-0.33027471605214564
2021-09-03,118.63,-0.00895,0.1863,178.73,-0.3362613998769093
2021-09-06,118.79,0.00138,0.1879,178.73,-0.33536619481900065
2021-09-07,115.67,-0.02628,0.1567,178.73,-0.35282269344821793
2021-09-08,113.7,-0.01708,0.137,178.73,-0.3638449057237173
2021-09-09,113.25,-0.00395,0.1325,178.73,-0.3663626699490852
2021-09-10,112.82,-0.00374,0.1282,178.73,-0.3687685335422145
2021-09-13,113.48,0.00585,0.1348,178.73,-0.36507581267834155
2021-09-14,111.62,-0.01646,0.1162,178.73,-0.3754825714765288
2021-09-15,111.15,-0.0042,0.1115,178.73,-0.3781122363341352
2021-09-16,110.44,-0.00635,0.1044,178.73,-0.38208470877860456
2021-09-17,111.37,0.00841,0.1137,178.73,-0.3768813293795109
2021-09-20,113.75,0.02136,0.1375,178.73,-0.36356515414312085
2021-09-21,116.67,0.0257,0.1667,178.73,-0.34722766183628934
2021-09-22,114.11,-0.02199,0.1411,178.73,-0.36155094276282657
2021-09-23,114.11,5e-05,0.1411,178.73,-0.36155094276282657
2021-09-24,112.36,-0.01538,0.1236,178.73,-0.37134224808370164
2021-09-27,112.34,-0.00019,0.1234,178.73,-0.3714541487159402
2021-09-28,113.11,0.00688,0.1311,178.73,-0.36714597437475516
2021-09-29,113.33,0.00193,0.1333,178.73,-0.3659150674201309
2021-09-30,113.33,4e-05,0.1333,178.73,-0.3659150674201309
2021-10-01,115.85,0.02225,0.1585,178.73,-0.3518155877580708
2021-10-04,117.15,0.0112,0.1715,178.73,-0.34454204666256355
2021-10-05,116.78,-0.0032,0.1678,178.73,-0.34661220835897716
2021-10-06,116.9,0.0011,0.169,178.73,-0.3459408045655457
2021-10-07,118.47,0.01338,0.1847,178.73,-0.33715660493481786
2021-10-08,119.6,0.00959,0.196,178.73,-0.33083421921333855
2021-10-11,118.96,-0.00541,0.1896,178.73,-0.33441503944497286
2021-10-12,115.98,-0.02499,0.1598,178.73,-0.35108823364852004
2021-10-13,114.08,-0.01643,0.1408,178.73,-0.3617187937111844
2021-10-14,114.41,0.00287,0.1441,178.73,-0.359872433279248
2021-10-15,111.53,-0.02515,0.1153,178.73,-0.3759861243216024
2021-10-18,111.37,-0.00146,0.1137,178.73,-0.3768813293795109
2021-10-19,110.72,-0.00583,0.1072,178.73,-0.38051809992726454
2021-10-20,112.4,0.01524,0.124,178.73,-0.37111844681922446
2021-10-21,110.34,-0.01836,0.1034,178.73,-0.3826442119397974
2021-10-22,107.33,-0.02726,0.0733,178.73,-0.3994852570917025
2021-10-25,106.76,-0.00533,0.0676,178.73,-0.40267442511050183
2021-10-26,107.82,0.00995,0.0782,178.73,-0.3967436916018576
2021-10-27,109.58,0.01626,0.0958,178.73,-0.3868964359648632
2021-10-28,108.21,-0.01244,0.0821,178.73,-0.39456162927320537
2021-10-29,109.03,0.00757,0.0903,178.73,-0.3899737033514239
2021-11-01,107.36,-0.01537,0.0736,178.73,-0.39931740614334466
2021-11-02,106.27,-0.01011,0.0627,178.73,-0.4054159906003469
2021-11-03,107.23,0.00898,0.0723,178.73,-0.40004476025289537
2021-11-04,108.42,0.01116,0.0842,178.73,-0.39338667263470034
2021-11-05,106.93,-0.01374,0.0693,178.73,-0.40172326973647393
2021-11-08,107.75,0.00764,0.0775,178.73,-0.3971353438146925
2021-11-09,104.91,-0.02634,0.0491,178.73,-0.41302523359256976
2021-11-10,104.68,-0.00219,0.0468,178.73,-0.41431209086331333
2021-11-11,103.04,-0.0157,0.0304,178.73,-0.42348794270687623
2021-11-12,101.91,-0.01096,0.0191,178.73,-0.4298103284283556
2021-11-15,100.1,-0.01775,0.001,178.73,-0.4399373356459464
2021-11-16,100.98,0.00878,0.0098,178.73,-0.4350137078274492
2021-11-17,101.87,0.00878,0.0187,178.73,-0.4300341296928327
2021-11-18,100.92,-0.00927,0.0092,178.73,-0.4353494097241649
2021-11-19,101.55,0.0062,0.0155,178.73,-0.4318245398086499
2021-11-22,102.01,0.00454,0.0201,178.73,-0.4292508252671627
2021-11-23,101.89,-0.00111,0.0189,178.73,-0.42992222906059413
2021-11-24,105.16,0.03204,0.0516,178.73,-0.41162647568958766
2021-11-25,103.96,-0.01144,0.0396,178.73,-0.41834051362390196
2021-11-26,104.05,0.00096,0.0405,178.73,-0.41783696077882837
2021-11-29,103.56,-0.00479,0.0356,178.73,-0.42057852626867337
2021-11-30,103.08,-0.00464,0.0308,178.73,-0.4232641414423991
2021-12-01,103.39,0.00306,0.0339,178.73,-0.42152968164270127
2021-12-02,103.03,-0.00352,0.0303,178.73,-0.42354389302299555
2021-12-03,101.82,-0.01173,0.0182,178.73,-0.4303138812734292
2021-12-06,102.08,0.00255,0.0208,178.73,-0.42885917305432775
2021-12-07,103.91,0.01789,0.0391,178.73,-0.4186202652044984
2021-12-08,105.4,0.01442,0.054,178.73,-0.4102836681027247
2021-12-09,105.79,0.00369,0.0579,178.73,-0.40810160577407256
2021-12-10,104.74,-0.00991,0.0474,178.73,-0.41397638896659766
2021-12-13,105.11,0.00345,0.0511,178.73,-0.41190622727018406
2021-12-14,106.84,0.01648,0.0684,178.73,-0.4022268225815475
2021-12-15,108.76,0.01802,0.0876,178.73,-0.3914843618866446
2021-12-16,109.41,0.00597,0.0941,178.73,-0.3878475913388911
2021-12-17,108.92,-0.00453,0.0892,178.73,-0.390589156828736
2021-12-20,108.68,-0.00219,0.0868,178.73,-0.39193196441559885
2021-12-21,109.98,0.01194,0.0998,178.73,-0.3846584233200917
2021-12-22,111.15,0.0107,0.1115,178.73,-0.3781122363341352
2021-12-23,108.4,-0.02474,0.084,178.73,-0.3934985732669389
2021-12-24,109.52,0.0103,0.0952,178.73,-0.3872321378615789
2021-12-27,110.73,0.01106,0.1073,178.73,-0.3804621496111453
2021-12-28,109.39,-0.01211,0.0939,178.73,-0.3879594919711296
2021-12-29,108.26,-0.01034,0.0826,178.73,-0.3942818776926089
2021-12-30,107.15,-0.01023,0.0715,178.73,-0.40049236278184963
2021-12-31,106.17,-0.00911,0.0617,178.73,-0.4059754937615397
2022-01-03,104.07,-0.01979,0.0407,178.73,-0.41772506014658983
2022-01-04,104.62,0.00529,0.0462,178.73,-0.41464779276002905
2022-01-05,103.51,-0.01064,0.0351,178.73,-0.42085827784926977
2022-01-06,103.48,-0.00027,0.0348,178.73,-0.42102612879762763
2022-01-07,102.81,-0.00646,0.0281,178.73,-0.42477479997761985
2022-01-10,103.27,0.00445,0.0327,178.73,-0.4222010854361327
2022-01-11,101.83,-0.0139,0.0183,178.73,-0.4302579309573099
2022-01-12,102.27,0.00431,0.0227,178.73,-0.4277961170480613
2022-01-13,102.93,0.0064,0.0293,178.73,-0.42410339618418835
2022-01-14,104.24,0.01275,0.0424,178.73,-0.416773904772562
2022-01-17,107.29,0.02928,0.0729,178.73,-0.39970905835617965
2022-01-18,104.12,-0.02959,0.0412,178.73,-0.4174453085659933
2022-01-19,104.68,0.00539,0.0468,178.73,-0.41431209086331333
2022-01-20,103.68,-0.00953,0.0368,178.73,-0.4199071224752419
2022-01-21,100.87,-0.02716,0.0087,178.73,-0.4356291613047613
2022-01-24,102.17,0.01295,0.0217,178.73,-0.42835562020925416
2022-01-25,104.22,0.02007,0.0422,178.73,-0.4168858054048005
2022-01-26,103.71,-0.00493,0.0371,178.73,-0.4197392715268841
2022-01-27,104.1,0.00381,0.041,178.73,-0.41755720919823197
2022-01-28,104.09,-0.00018,0.0409,178.73,-0.4176131595143512
2022-01-31,104.82,0.00705,0.0482,178.73,-0.4135287864376434
2022-02-01,106.24,0.01352,0.0624,178.73,-0.40558384154870475
2022-02-02,106.85,0.00575,0.0685,178.73,-0.4021708722654283
2022-02-03,107.46,0.00576,0.0746,178.73,-0.39875790298215186
2022-02-04,109.51,0.01902,0.0951,178.73,-0.38728808817769816
2022-02-07,109.33,-0.00164,0.0933,178.73,-0.38829519386784533
2022-02-08,110.87,0.01413,0.1087,178.73,-0.37967884518547523
2022-02-09,109.63,-0.01117,0.0963,178.73,-0.3866166843842668
2022-02-10,112.27,0.02405,0.1227,178.73,-0.3718458009287752
2022-02-11,113.56,0.01145,0.1356,178.73,-0.3646282101493873
2022-02-14,112.98,-0.0051,0.1298,178.73,-0.3678733284843059
2022-02-15,109.6,-0.02991,0.096,178.73,-0.38678453533262463
2022-02-16,109.68,0.00075,0.0968,178.73,-0.38633693280367026
2022-02-17,107.88,-0.01639,0.0788,178.73,-0.39640798970514185
2022-02-18,108.43,0.00509,0.0843,178.73,-0.393330722318581
2022-02-21,110.79,0.02179,0.1079,178.73,-0.3801264477144295
2022-02-22,111.13,0.00307,0.1113,178.73,-0.37822413696637386
2022-02-23,110.93,-0.00183,0.1093,178.73,-0.3793431432887595
2022-02-24,111.56,0.00571,0.1156,178.73,-0.3758182733732445
2022-02-25,112.11,0.00489,0.1211,178.73,-0.3727410059866838
2022-02-28,108.35,-0.03351,0.0835,178.73,-0.3937783248475354
2022-03-01,108.81,0.00424,0.0881,178.73,-0.3912046103060482
2022-03-02,109.87,0.00974,0.0987,178.73,-0.3852738767974038
2022-03-03,109.54,-0.00301,0.0954,178.73,-0.3871202372293403
2022-03-04,111.18,0.01494,0.1118,178.73,-0.37794438538577735
2022-03-07,111.06,-0.0011,0.1106,178.73,-0.3786157891792088
2022-03-08,112.37,0.01187,0.1237,178.73,-0.3712862977675823
2022-03-09,116.16,0.03371,0.1616,178.73,-0.35008112795837293
2022-03-10,116.09,-0.00065,0.1609,178.73,-0.3504727801712079
2022-03-11,112.91,-0.02741,0.1291,178.73,-0.3682649806971409
2022-03-14,112.44,-0.00413,0.1244,178.73,-0.3708946455547474
2022-03-15,109.71,-0.02428,0.0971,178.73,-0.38616908185531246
2022-03-16,110.76,0.00961,0.1076,178.73,-0.38029429866278736
2022-03-17,112.95,0.01974,0.1295,178.73,-0.36804117943266373
2022-03-18,114.17,0.01084,0.1417,178.73,-0.36121524086611084
2022-03-21,114.79,0.00539,0.1479,178.73,-0.3577463212667151
2022-03-22,113.8,-0.0086,0.138,178.73,-0.36328540256252445
2022-03-23,116.49,0.0236,0.1649,178.73,-0.3482347675264365
2022-03-24,117.85,0.01167,0.1785,178.73,-0.34062552453421363
2022-03-25,118.42,0.00487,0.1842,178.73,-0.33743635651541426
2022-03-28,118.86,0.00372,0.1886,178.73,-0.3349745426061657
2022-03-29,119.15,0.00237,0.1915,178.73,-0.33335198343870637
2022-03-30,120.02,0.00731,0.2002,178.73,-0.32848430593632855
2022-03-31,119.04,-0.00814,0.1904,178.73,-0.3339674369160185
2022-04-01,121.76,0.02287,0.2176,178.73,-0.3187489509315727
2022-04-04,122.12,0.00296,0.2212,178.73,-0.3167347395512784
2022-04-05,123.27,0.00945,0.2327,178.73,-0.31030045319756056
2022-04-06,122.59,-0.00554,0.2259,178.73,-0.31410507469367194
2022-04-07,123.35,0.00619,0.2335,178.73,-0.3098528506686063
2022-04-08,119.36,-0.03234,0.1936,178.73,-0.3321770268002014
2022-04-11,117.52,-0.01547,0.1752,178.73,-0.34247188496615005
2022-04-12,117.55,0.00029,0.1755,178.73,-0.3423040340177922
2022-04-13,115.38,-0.01843,0.1538,178.73,-0.3544452526156773
2022-04-14,119.55,0.03612,0.1955,178.73,-0.33111397079393495
2022-04-15,116.75,-0.02344,0.1675,178.73,-0.3467800593073351
2022-04-18,117.42,0.00577,0.1742,178.73,-0.34303138812734285
2022-04-19,120.33,0.02476,0.2033,178.73,-0.32674984613663066
2022-04-20,121.26,0.00773,0.2126,178.73,-0.321546466737537
2022-04-21,120.81,-0.00375,0.2081,178.73,-0.3240642309629049
2022-04-22,119.93,-0.00726,0.1993,178.73,-0.328987858781402
2022-04-25,121.19,0.01051,0.2119,178.73,-0.32193811895037205
2022-04-26,119.88,-0.01085,0.1988,178.73,-0.32926761036199853
2022-04-27,119.76,-0.00098,0.1976,178.73,-0.3299390141554299
2022-04-28,121.05,0.01077,0.2105,178.73,-0.32272142337604204
2022-04-29,120.6,-0.00371,0.206,178.73,-0.32523918760140996
2022-05-02,120.84,0.00202,0.2084,178.73,-0.323896380014547
2022-05-03,120.4,-0.00366,0.204,178.73,-0.3263581939237956
2022-05-04,118.8,-0.01331,0.188,178.73,-0.33531024450288144
2022-05-05,120.93,0.01799,0.2093,178.73,-0.32339282716947343
2022-05-06,123.47,0.02095,0.2347,178.73,-0.3091814468751748
2022-05-09,122.99,-0.00384,0.2299,178.73,-0.3118670620489006
2022-05-10,122.61,-0.0031,0.2261,178.73,-0.3139931740614334
2022-05-11,122.39,-0.00183,0.2239,178.73,-0.3152240810160577
2022-05-12,123.44,0.00856,0.2344,178.73,-0.30934929782353265
2022-05-13,121.91,-0.01238,0.2191,178.73,-0.31790969618978343
2022-05-16,121.84,-0.00053,0.2184,178.73,-0.3183013484026184
2022-05-17,122.4,0.00456,0.224,178.73,-0.3151681306999384
2022-05-18,123.63,0.01006,0.2363,178.73,-0.30828624181726627
2022-05-19,118.74,-0.03957,0.1874,178.73,-0.33564594639959716
2022-05-20,119.52,0.0066,0.1952,178.73,-0.3312818217422928
2022-05-23,120.21,0.00576,0.2021,178.73,-0.3274212499300621
2022-05-24,122.06,0.01536,0.2206,178.73,-0.3170704414479941
2022-05-25,121.22,-0.00688,0.2122,178.73,-0.3217702680020142
2022-05-26,120.4,-0.00677,0.204,178.73,-0.3263581939237956
2022-05-27,122.59,0.01819,0.2259,178.73,-0.31410507469367194
2022-05-30,119.9,-0.02192,0.199,178.73,-0.3291557097297599
2022-05-31,122.82,0.02437,0.2282,178.73,-0.3128182174229284
2022-06-01,127.47,0.03781,0.2747,178.73,-0.28680132042746037
2022-06-02,128.44,0.00767,0.2844,178.73,-0.28137413976388964
2022-06-03,130.06,0.01255,0.3006,178.73,-0.2723101885525653
2022-06-06,127.35,-0.02085,0.2735,178.73,-0.2874727242208918
2022-06-07,126.16,-0.00932,0.2616,178.73,-0.29413081183908685
2022-06-08,128.19,0.01609,0.2819,178.73,-0.2827728976668718
2022-06-09,128.96,0.006,0.2896,178.73,-0.2784647233256867
2022-06-10,128.71,-0.00188,0.2871,178.73,-0.27986348122866883
2022-06-13,129.25,0.00413,0.2925,178.73,-0.27684216415822743
2022-06-14,130.29,0.0081,0.3029,178.73,-0.27102333128182177
2022-06-15,129.84,-0.0035,0.2984,178.73,-0.2735410955071896
2022-06-16,129.88,0.00033,0.2988,178.73,-0.27331729424271245
2022-06-17,129.91,0.00022,0.2991,178.73,-0.2731494432943546
2022-06-20,128.02,-0.01451,0.2802,178.73,-0.2837240530408996
2022-06-21,128.72,0.00544,0.2872,178.73,-0.2798075309125496
2022-06-22,132.18,0.0269,0.3218,178.73,-0.2604487215352766
2022-06-23,135.6,0.02586,0.356,178.73,-0.2413137134224808
2022-06-24,132.8,-0.02066,0.328,178.73,-0.2569798019358808
2022-06-27,134.0,0.00902,0.34,178.73,-0.2502657640015666
2022-06-28,135.41,0.01054,0.3541,178.73,-0.24237676942874725
2022-06-29,134.71,-0.0052,0.3471,178.73,-0.2462932915570972
2022-06-30,132.92,-0.01323,0.3292,178.73,-0.25630839814244954
2022-07-01,130.48,-0.0184,0.3048,178.73,-0.26996027527555533
2022-07-04,129.74,-0.0057,0.2974,178.73,-0.2741005986683824
2022-07-05,130.49,0.00583,0.3049,178.73,-0.26990432495943595
2022-07-06,130.29,-0.00154,0.3029,178.73,-0.27102333128182177
2022-07-07,129.23,-0.00811,0.2923,178.73,-0.2769540647904661
2022-07-08,126.99,-0.01736,0.2699,178.73,-0.28948693560118616
2022-07-11,127.73,0.00584,0.2773,178.73,-0.28534661220835894
2022-07-12,129.8,0.01621,0.298,178.73,-0.27376489677166665
2022-07-13,128.15,-0.01269,0.2815,178.73,-0.2829966989313489
2022-07-14,129.08,0.00725,0.2908,178.73,-0.2777933195322552
2022-07-15,125.66,-0.0265,0.2566,178.73,-0.29692832764505117
2022-07-18,124.56,-0.00878,0.2456,178.73,-0.3030828624181726
2022-07-19,125.97,0.01133,0.2597,178.73,-0.2951938678453533
2022-07-20,124.02,-0.01546,0.2402,178.73,-0.30610417948861407
2022-07-21,123.03,-0.00801,0.2303,178.73,-0.3116432607844234
2022-07-22,125.65,0.02131,0.2565,178.73,-0.2969842779611704
