fund_code,fund_code_6,基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,成立日期,fund_type,inception_date,latest_scale,benchmark,management_company,custodian,subscription_status,redemption_status,management_fee,custodian_fee,sales_service_fee,investment_style,investment_target,risk_level,最高申购费率,最高赎回费率,latest_scale_yi,inception_date_fixed,fund_type_fixed
16263,16263,银华高端制造业灵活配置混合型证券投资基金,银华高端制造业混合C,016263（前端）基金类型混合型-灵活,混合型-灵活,2014年10月16日,2022年08月02日 / --,0.28亿元（截止至：2026年06月30日）份额规模0.08亿份（截止至：2026年06月30日）,0.08亿份（截止至：2026年06月30日）,银华基金,建设银行,薄官辉、王浩,每份累计0.14元（1次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,---（前端）,申银万国制造业指数*50%+中证全债指数*50%,该基金无跟踪标的,2022-08-02,混合型-灵活,2022-08-02,,申银万国制造业指数*50%+中证全债指数*50%,银华基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,0.28,2022-08-02,混合型-灵活
16370,16370,信澳业绩驱动混合型证券投资基金,信澳业绩驱动混合A,016370（前端）基金类型混合型-偏股,混合型-偏股,2022年08月08日,2022年08月25日 / 2.458亿份,53.21亿元（截止至：2026年06月30日）份额规模14.4519亿份（截止至：2026年06月30日）,14.4519亿份（截止至：2026年06月30日）,信达澳亚基金,北京银行,童昌希,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,该基金无跟踪标的,2022-08-25,混合型-偏股,2022-08-25,,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,信达澳亚基金,北京银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.458,2022-08-25,混合型-偏股
16371,16371,信澳业绩驱动混合型证券投资基金,信澳业绩驱动混合C,016371（前端）基金类型混合型-偏股,混合型-偏股,2022年08月08日,2022年08月25日 / 2.458亿份,148.33亿元（截止至：2026年06月30日）份额规模41.2313亿份（截止至：2026年06月30日）,41.2313亿份（截止至：2026年06月30日）,信达澳亚基金,北京银行,童昌希,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,该基金无跟踪标的,2022-08-25,混合型-偏股,2022-08-25,,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,信达澳亚基金,北京银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,2.458,2022-08-25,混合型-偏股
16461,16461,华宝核心优势灵活配置混合型证券投资基金,华宝核心优势混合C,016461（前端）基金类型混合型-灵活,混合型-灵活,2015年12月21日,2022年08月24日 / --,6.56亿元（截止至：2026年06月30日）份额规模1.0255亿份（截止至：2026年06月30日）,1.0255亿份（截止至：2026年06月30日）,华宝基金,建设银行,郑英亮,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,---（前端）,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的,2022-08-24,混合型-灵活,2022-08-24,,沪深300指数收益率*55%+上证国债指数收益率*45%,华宝基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,6.56,2022-08-24,混合型-灵活
16500,16500,华夏半导体龙头混合型发起式证券投资基金,华夏半导体龙头混合发起A,016500（前端）基金类型混合型-偏股,混合型-偏股,2022年08月29日,2022年09月19日 / 0.151亿份,6.27亿元（截止至：2026年06月30日）份额规模1.4137亿份（截止至：2026年06月30日）,1.4137亿份（截止至：2026年06月30日）,华夏基金,建设银行,高翔,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的,2022-09-19,混合型-偏股,2022-09-19,,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,华夏基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.151,2022-09-19,混合型-偏股
16501,16501,华夏半导体龙头混合型发起式证券投资基金,华夏半导体龙头混合发起C,016501（前端）基金类型混合型-偏股,混合型-偏股,2022年08月29日,2022年09月19日 / 0.151亿份,10.27亿元（截止至：2026年06月30日）份额规模2.3546亿份（截止至：2026年06月30日）,2.3546亿份（截止至：2026年06月30日）,华夏基金,建设银行,高翔,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的,2022-09-19,混合型-偏股,2022-09-19,,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,华夏基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,0.151,2022-09-19,混合型-偏股
16579,16579,长安宏观策略混合型证券投资基金,长安宏观策略混合C,016579（前端）基金类型混合型-偏股,混合型-偏股,2022年09月15日,2022年09月19日 / --,9.26亿元（截止至：2026年06月30日）份额规模1.883亿份（截止至：2026年06月30日）,1.883亿份（截止至：2026年06月30日）,长安基金,邮储银行,王浩聿、林忠晶,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,沪深300指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的,2022-09-19,混合型-偏股,2022-09-19,,沪深300指数收益率*80%+中证全债指数收益率*20%,长安基金,邮储银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,9.26,2022-09-19,混合型-偏股
16721,16721,前海开源高端装备制造灵活配置混合型证券投资基金,前海开源高端装备制造混合C,016721（前端）基金类型混合型-灵活,混合型-灵活,2015年03月05日,2024年12月11日 / --,4.04亿元（截止至：2026年06月30日）份额规模0.8778亿份（截止至：2026年06月30日）,0.8778亿份（截止至：2026年06月30日）,前海开源基金,交通银行,魏淳,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,---（前端）,中证高端装备制造指数收益率*85%+中债-综合财富(1年以下)指数收益率*15%,该基金无跟踪标的,2024-12-11,混合型-灵活,2024-12-11,,中证高端装备制造指数收益率*85%+中债-综合财富(1年以下)指数收益率*15%,前海开源基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,4.04,2024-12-11,混合型-灵活
16772,16772,诺德兴新趋势混合型证券投资基金,诺德兴新趋势混合A,016772（前端）基金类型混合型-偏股,混合型-偏股,2022年10月13日,2022年12月20日 / 2.321亿份,0.18亿元（截止至：2026年06月30日）份额规模0.0731亿份（截止至：2026年06月30日）,0.0731亿份（截止至：2026年06月30日）,诺德基金,兴业银行,Yi Xie、周建胜,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,该基金无跟踪标的,2022-12-20,混合型-偏股,2022-12-20,,沪深300指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,诺德基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.321,2022-12-20,混合型-偏股
16773,16773,诺德兴新趋势混合型证券投资基金,诺德兴新趋势混合C,016773（前端）基金类型混合型-偏股,混合型-偏股,2022年10月13日,2022年12月20日 / 2.321亿份,0.40亿元（截止至：2026年06月30日）份额规模0.1697亿份（截止至：2026年06月30日）,0.1697亿份（截止至：2026年06月30日）,诺德基金,兴业银行,Yi Xie、周建胜,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,该基金无跟踪标的,2022-12-20,混合型-偏股,2022-12-20,,沪深300指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,诺德基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,2.321,2022-12-20,混合型-偏股
16780,16780,国投瑞银锐意改革灵活配置混合型证券投资基金,国投瑞银锐意改革混合C,016780（前端）基金类型混合型-灵活,混合型-灵活,2015年03月09日,2022年10月17日 / --,0.75亿元（截止至：2026年06月30日）份额规模0.266亿份（截止至：2026年06月30日）,0.266亿份（截止至：2026年06月30日）,国投瑞银基金,中国银行,马柯,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,---（前端）,中证800相对成长指数收益率*85%+中债-综合全价(1年以下)指数收益率*15%,该基金无跟踪标的,2022-10-17,混合型-灵活,2022-10-17,,中证800相对成长指数收益率*85%+中债-综合全价(1年以下)指数收益率*15%,国投瑞银基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,0.75,2022-10-17,混合型-灵活
17102,17102,摩根士丹利数字经济混合型证券投资基金,大摩数字经济混合A,017102（前端）基金类型混合型-偏股,混合型-偏股,2023年02月08日,2023年03月02日 / 4.446亿份,134.71亿元（截止至：2026年06月30日）份额规模26.3752亿份（截止至：2026年06月30日）,26.3752亿份（截止至：2026年06月30日）,摩根士丹利基金,中国银行,雷志勇,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证数字经济主题指数收益率*80%+人民币活期存款利率(税后)*20%,该基金无跟踪标的,2023-03-02,混合型-偏股,2023-03-02,,中证数字经济主题指数收益率*80%+人民币活期存款利率(税后)*20%,摩根士丹利基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,4.446,2023-03-02,混合型-偏股
17103,17103,摩根士丹利数字经济混合型证券投资基金,大摩数字经济混合C,017103（前端）基金类型混合型-偏股,混合型-偏股,2023年02月08日,2023年03月02日 / 4.446亿份,102.47亿元（截止至：2026年06月30日）份额规模20.4638亿份（截止至：2026年06月30日）,20.4638亿份（截止至：2026年06月30日）,摩根士丹利基金,中国银行,雷志勇,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证数字经济主题指数收益率*80%+人民币活期存款利率(税后)*20%,该基金无跟踪标的,2023-03-02,混合型-偏股,2023-03-02,,中证数字经济主题指数收益率*80%+人民币活期存款利率(税后)*20%,摩根士丹利基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,4.446,2023-03-02,混合型-偏股
17234,17234,永赢睿恒混合型证券投资基金,永赢睿恒混合A,017234（前端）基金类型混合型-偏股,混合型-偏股,2024年11月18日,2024年12月10日 / 4.780亿份,47.56亿元（截止至：2026年06月30日）份额规模12.6048亿份（截止至：2026年06月30日）,12.6048亿份（截止至：2026年06月30日）,永赢基金,浦发银行,高楠、陈思远,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*70%+恒生指数收益率(按估值汇率折算)*10%+中债-综合指数(全价)收益率*20%,该基金无跟踪标的,2024-12-10,混合型-偏股,2024-12-10,,沪深300指数收益率*70%+恒生指数收益率(按估值汇率折算)*10%+中债-综合指数(全价)收益率*20%,永赢基金,浦发银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,1.50%（前端）,1.50%（前端）,4.78,2024-12-10,混合型-偏股
17612,17612,宏利复兴伟业灵活配置混合型证券投资基金,宏利复兴混合C,017612（前端）基金类型混合型-灵活,混合型-灵活,2015年04月07日,2023年02月21日 / --,80.04亿元（截止至：2026年06月30日）份额规模13.4236亿份（截止至：2026年06月30日）,13.4236亿份（截止至：2026年06月30日）,宏利基金,中国银行,孙硕,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.30%（每年）,---（前端）,沪深300指数收益率*50%+中证综合债指数收益率*50%,该基金无跟踪标的,2023-02-21,混合型-灵活,2023-02-21,,沪深300指数收益率*50%+中证综合债指数收益率*50%,宏利基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.30%（每年）,,,,0.00%（前端）,1.50%（前端）,80.04,2023-02-21,混合型-灵活
17732,17732,鹏华核心优势混合型证券投资基金,鹏华核心优势混合C,017732（前端）基金类型混合型-偏股,混合型-偏股,2019年02月11日,2023年01月13日 / --,5.54亿元（截止至：2026年06月30日）份额规模2.0225亿份（截止至：2026年06月30日）,2.0225亿份（截止至：2026年06月30日）,鹏华基金,建设银行,黄奕松,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,---（前端）,沪深300指数收益率*70%+中证综合债指数收益率*30%,该基金无跟踪标的,2023-01-13,混合型-偏股,2023-01-13,,沪深300指数收益率*70%+中证综合债指数收益率*30%,鹏华基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,5.54,2023-01-13,混合型-偏股
17811,17811,东方人工智能主题混合型证券投资基金,东方人工智能主题混合C,017811（前端）基金类型混合型-偏股,混合型-偏股,2018年05月04日,2023年02月22日 / --,313.28亿元（截止至：2026年06月30日）份额规模73.2724亿份（截止至：2026年06月30日）,73.2724亿份（截止至：2026年06月30日）,东方基金,农业银行,严凯,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,---（前端）,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,该基金无跟踪标的,2023-02-22,混合型-偏股,2023-02-22,,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,东方基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,313.28,2023-02-22,混合型-偏股
17876,17876,汇添富新能源精选混合型发起式证券投资基金,汇添富新能源精选混合发起式A,017876（前端）基金类型混合型-偏股,混合型-偏股,2023年02月23日,2023年03月17日 / 3.710亿份,11.07亿元（截止至：2026年06月30日）份额规模6.2596亿份（截止至：2026年06月30日）,6.2596亿份（截止至：2026年06月30日）,汇添富基金,建设银行,刘昇,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证新能源指数收益率*80%+国证港股通新能源指数(港元)收益率*10%+中债-综合全价(总值)指数收益率*5%+活期存款基准利率*5%,该基金无跟踪标的,2023-03-17,混合型-偏股,2023-03-17,,中证新能源指数收益率*80%+国证港股通新能源指数(港元)收益率*10%+中债-综合全价(总值)指数收益率*5%+活期存款基准利率*5%,汇添富基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,3.71,2023-03-17,混合型-偏股
17927,17927,华商新动力混合型证券投资基金,华商新动力混合C,017927（前端）基金类型混合型-偏股,混合型-偏股,2015年08月19日,2023年02月20日 / --,2.27亿元（截止至：2026年06月30日）份额规模1.0275亿份（截止至：2026年06月30日）,1.0275亿份（截止至：2026年06月30日）,华商基金,工商银行,刘力,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,---（前端）,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*30%,该基金无跟踪标的,2023-02-20,混合型-偏股,2023-02-20,,中国战略新兴产业成份指数收益率*70%+上证国债指数收益率*30%,华商基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,2.27,2023-02-20,混合型-偏股
18291,18291,广发新兴成长灵活配置混合型证券投资基金,广发新兴成长混合C,018291（前端）基金类型混合型-灵活,混合型-灵活,2017年08月14日,2023年04月18日 / --,36.28亿元（截止至：2026年06月30日）份额规模10.8413亿份（截止至：2026年06月30日）,10.8413亿份（截止至：2026年06月30日）,广发基金,建设银行,刘玉,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,中证800成长指数收益率*75%+中债-综合全价(总值)指数收益率*20%+活期存款基准利率*5%,该基金无跟踪标的,2023-04-18,混合型-灵活,2023-04-18,,中证800成长指数收益率*75%+中债-综合全价(总值)指数收益率*20%+活期存款基准利率*5%,广发基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,36.28,2023-04-18,混合型-灵活
18325,18325,国泰海通创新成长混合型发起式证券投资基金,国泰海通创新成长混合发起A,018325（前端）基金类型混合型-偏股,混合型-偏股,2023年05月12日,2023年05月16日 / 0.120亿份,20.51亿元（截止至：2026年06月30日）份额规模7.4744亿份（截止至：2026年06月30日）,7.4744亿份（截止至：2026年06月30日）,国泰海通资管,建设银行,陈思靖,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*80%+中债总全价(总值)指数收益率*20%,该基金无跟踪标的,2023-05-16,混合型-偏股,2023-05-16,,中证800指数收益率*80%+中债总全价(总值)指数收益率*20%,国泰海通资管,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.12,2023-05-16,混合型-偏股
18326,18326,国泰海通创新成长混合型发起式证券投资基金,国泰海通创新成长混合发起C,018326（前端）基金类型混合型-偏股,混合型-偏股,2023年05月12日,2023年05月16日 / 0.120亿份,55.07亿元（截止至：2026年06月30日）份额规模20.3149亿份（截止至：2026年06月30日）,20.3149亿份（截止至：2026年06月30日）,国泰海通资管,建设银行,陈思靖,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证800指数收益率*80%+中债总全价(总值)指数收益率*20%,该基金无跟踪标的,2023-05-16,混合型-偏股,2023-05-16,,中证800指数收益率*80%+中债总全价(总值)指数收益率*20%,国泰海通资管,建设银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,0.12,2023-05-16,混合型-偏股
18358,18358,华富数字经济混合型证券投资基金,华富数字经济混合A,018358（前端）基金类型混合型-偏股,混合型-偏股,2023年05月22日,2023年06月20日 / 2.786亿份,1.70亿元（截止至：2026年06月30日）份额规模0.4302亿份（截止至：2026年06月30日）,0.4302亿份（截止至：2026年06月30日）,华富基金,建设银行,王羿伟,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证数字经济主题指数收益率*75%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*20%,该基金无跟踪标的,2023-06-20,混合型-偏股,2023-06-20,,中证数字经济主题指数收益率*75%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*20%,华富基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.786,2023-06-20,混合型-偏股
18359,18359,华富数字经济混合型证券投资基金,华富数字经济混合C,018359（前端）基金类型混合型-偏股,混合型-偏股,2023年05月22日,2023年06月20日 / 2.786亿份,4.29亿元（截止至：2026年06月30日）份额规模1.1亿份（截止至：2026年06月30日）,1.1亿份（截止至：2026年06月30日）,华富基金,建设银行,王羿伟,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证数字经济主题指数收益率*75%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*20%,该基金无跟踪标的,2023-06-20,混合型-偏股,2023-06-20,,中证数字经济主题指数收益率*75%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*20%,华富基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,2.786,2023-06-20,混合型-偏股
18956,18956,中航机遇领航混合型发起式证券投资基金,中航机遇领航混合发起A,018956（前端）基金类型混合型-偏股,混合型-偏股,2023年07月31日,2023年08月10日 / 0.213亿份,58.28亿元（截止至：2026年06月30日）份额规模9.6181亿份（截止至：2026年06月30日）,9.6181亿份（截止至：2026年06月30日）,中航基金,江苏银行,韩浩、王森,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,该基金无跟踪标的,2023-08-10,混合型-偏股,2023-08-10,,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,中航基金,江苏银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.213,2023-08-10,混合型-偏股
18957,18957,中航机遇领航混合型发起式证券投资基金,中航机遇领航混合发起C,018957（前端）基金类型混合型-偏股,混合型-偏股,2023年07月31日,2023年08月10日 / 0.213亿份,165.97亿元（截止至：2026年06月30日）份额规模27.8745亿份（截止至：2026年06月30日）,27.8745亿份（截止至：2026年06月30日）,中航基金,江苏银行,韩浩、王森,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,该基金无跟踪标的,2023-08-10,混合型-偏股,2023-08-10,,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,中航基金,江苏银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,0.213,2023-08-10,混合型-偏股
19018,19018,易方达信息产业混合型证券投资基金,易方达信息产业混合C,019018（前端）基金类型混合型-偏股,混合型-偏股,2016年09月01日,2023年10月18日 / --,81.19亿元（截止至：2026年06月30日）份额规模7.4922亿份（截止至：2026年06月30日）,7.4922亿份（截止至：2026年06月30日）,易方达基金,建设银行,郑希,每份累计0.12元（1次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,中证TMT产业主题指数收益率*85%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2023-10-18,混合型-偏股,2023-10-18,,中证TMT产业主题指数收益率*85%+中债-总全价(总值)指数收益率*15%,易方达基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,81.19,2023-10-18,混合型-偏股
19032,19032,易方达环保主题灵活配置混合型证券投资基金,易方达环保主题混合C,019032（前端）基金类型混合型-灵活,混合型-灵活,2017年05月02日,2023年11月15日 / --,38.24亿元（截止至：2026年06月30日）份额规模4.0746亿份（截止至：2026年06月30日）,4.0746亿份（截止至：2026年06月30日）,易方达基金,建设银行,祁禾,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,中证环保产业指数收益率*85%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2023-11-15,混合型-灵活,2023-11-15,,中证环保产业指数收益率*85%+中债-总全价(总值)指数收益率*15%,易方达基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,38.24,2023-11-15,混合型-灵活
19034,19034,易方达高端制造混合型发起式证券投资基金,易方达高端制造混合发起式C,019034（前端）基金类型混合型-偏股,混合型-偏股,2020年03月11日,2023年11月15日 / --,24.41亿元（截止至：2026年06月30日）份额规模4.8233亿份（截止至：2026年06月30日）,4.8233亿份（截止至：2026年06月30日）,易方达基金,交通银行,祁禾,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,中证高端装备制造指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2023-11-15,混合型-偏股,2023-11-15,,中证高端装备制造指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+中债-总全价(总值)指数收益率*15%,易方达基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,24.41,2023-11-15,混合型-偏股
19426,19426,中银数字经济混合型证券投资基金,中银数字经济混合A,019426（前端）基金类型混合型-偏股,混合型-偏股,2024年01月24日,2024年04月25日 / 2.435亿份,0.87亿元（截止至：2026年06月30日）份额规模0.2522亿份（截止至：2026年06月30日）,0.2522亿份（截止至：2026年06月30日）,中银基金,交通银行,杨雷,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证数字经济主题指数收益率*60%+恒生指数收益率(经人民币汇率折算)*20%+中债综合全价(总值)指数收益率*20%,该基金无跟踪标的,2024-04-25,混合型-偏股,2024-04-25,,中证数字经济主题指数收益率*60%+恒生指数收益率(经人民币汇率折算)*20%+中债综合全价(总值)指数收益率*20%,中银基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.435,2024-04-25,混合型-偏股
19427,19427,中银数字经济混合型证券投资基金,中银数字经济混合C,019427（前端）基金类型混合型-偏股,混合型-偏股,2024年01月24日,2024年04月25日 / 2.435亿份,4.85亿元（截止至：2026年06月30日）份额规模1.4112亿份（截止至：2026年06月30日）,1.4112亿份（截止至：2026年06月30日）,中银基金,交通银行,杨雷,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证数字经济主题指数收益率*60%+恒生指数收益率(经人民币汇率折算)*20%+中债综合全价(总值)指数收益率*20%,该基金无跟踪标的,2024-04-25,混合型-偏股,2024-04-25,,中证数字经济主题指数收益率*60%+恒生指数收益率(经人民币汇率折算)*20%+中债综合全价(总值)指数收益率*20%,中银基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,2.435,2024-04-25,混合型-偏股
19571,19571,诺安优化配置混合型证券投资基金,诺安优化配置混合C,019571（前端）基金类型混合型-偏股,混合型-偏股,2018年07月27日,2023年09月27日 / --,19.48亿元（截止至：2026年06月30日）份额规模4.1499亿份（截止至：2026年06月30日）,4.1499亿份（截止至：2026年06月30日）,诺安基金,中国银行,刘慧影,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,中国战略新兴产业成份指数收益率*90%+中债-综合财富(1-3年)指数收益率*5%+活期存款基准利率*5%,该基金无跟踪标的,2023-09-27,混合型-偏股,2023-09-27,,中国战略新兴产业成份指数收益率*90%+中债-综合财富(1-3年)指数收益率*5%+活期存款基准利率*5%,诺安基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,19.48,2023-09-27,混合型-偏股
19829,19829,华夏数字产业混合型证券投资基金,华夏数字产业混合A,019829（前端）基金类型混合型-偏股,混合型-偏股,2024年03月01日,2024年03月25日 / 4.111亿份,22.40亿元（截止至：2026年06月30日）份额规模4.0617亿份（截止至：2026年06月30日）,4.0617亿份（截止至：2026年06月30日）,华夏基金,工商银行,施知序,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的,2024-03-25,混合型-偏股,2024-03-25,,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,华夏基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,4.111,2024-03-25,混合型-偏股
