manager_name,manager_id,school,education,gender,CFA,resume
赵治烨,30346523,北京大学微电子学士,本科,男,否,"基金经理：赵治烨基金经理简介：赵治烨先生:北京大学微电子学士。曾任职于中国银河证券,现任上银基金投资副总监,上银新兴价值成长混合型证券投资基金基金经理、上银鑫达灵活配置混合型证券投资基金基金经理、上银内需增长股票型证券投资基金基金经理、上银价值增长3个月持有期混合型证券投资基金基金经理、上银丰瑞一年持有期混合型发起式证券投资基金基金经理、上银数字经济混合型发起式证券投资基金、上银慧达双利债券型证券投资基金基金经理。赵治烨累计任职时间：11年又88天任职起始日期：2015-05-13现任基金公司：上银基金管理有限公司现任基金资产总规模26.50亿元在管基金最佳任期回报168.27%赵治烨管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报027092上银慧铭双利180天持有期债券发起式A估值图基金吧档案债券型-混合二级0.892026-04-29 ~ 至今99天-5.76%027093上银慧铭双利180天持有期债券发起式C估值图基金吧档案债券型-混合二级1.622026-04-29 ~ 至今99天-5.81%026325上银慧达双利债券A估值图基金吧档案债"
惠军,30847072,,博士,男,否,"基金经理惠军的档案

查详细资料：


返回基金经理大全





基金经理：惠军




基金经理简介：惠军先生:中国国籍,博士研究生。2022年2月加入上银基金,历任权益助理研究员、权益研究员、权益高级研究员等职务。现任上银基金基金经理。2025年05月19日起任上银数字经济混合型发起式证券投资基金基金经理。
                        




惠军


累计任职时间：1年又79天
任职起始日期：2025-05-19
                            
现任基金公司：上银基金管理有限公司


现任基金资产
                                        总规模
5.38亿元


在管基金最佳
      "
滕春晓,30849095,上海交通大学,硕士,男,否,"基金经理：滕春晓基金经理简介：滕春晓先生:上海交通大学工学硕士。历任广发证券股份有限公司研究所研究员,东吴证券股份有限公司研究所研究员,上海趣时资产管理有限公司投资研究部研究员。2025年4月加入华泰保兴基金管理有限公司,现任权益投资部基金经理助理。曾任华泰保兴成长优选混合型证券投资基金的基金经理助理。2026年01月05日起任华泰保兴产业升级混合型发起式证券投资基金基金经理。滕春晓累计任职时间：213天任职起始日期：2026-01-05现任基金公司：华泰保兴基金管理有限公司现任基金资产总规模0.70亿元在管基金最佳任期回报51.45%滕春晓管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报021793华泰保兴产业升级混合发起C估值图基金吧档案混合型-偏股0.142026-01-05 ~ 至今213天51.17%021792华泰保兴产业升级混合发起A估值图基金吧档案混合型-偏股0.562026-01-05 ~ 至今213天51.45%滕春晓现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排"
任桀,30835589,复旦大学,硕士,男,否,"基金经理：任桀基金经理简介：任桀先生:复旦大学理学学士、金融学硕士。2018年加入永赢基金管理有限公司,历任TMT研究员、科技组组长。2024年10月30日担任永赢科技智选混合型发起式证券投资基金基金经理。任桀累计任职时间：1年又280天任职起始日期：2024-10-30现任基金公司：永赢基金管理有限公司现任基金资产总规模352.75亿元在管基金最佳任期回报424.33%任桀管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报024736永赢港股通科技智选混合发起C估值图基金吧档案混合型-偏股5.292025-07-28 ~ 至今1年又9天-18.23%024735永赢港股通科技智选混合发起A估值图基金吧档案混合型-偏股1.052025-07-28 ~ 至今1年又9天-17.73%022364永赢科技智选混合发起A估值图基金吧档案混合型-偏股144.752024-10-30 ~ 至今1年又280天424.33%022365永赢科技智选混合发起C估值图基金吧档案混合型-偏股201.652024-10-30 ~ 至今1年又280天418.69%任桀现任基金业"
张志梅,30037925,,硕士,女,否,"基金经理：张志梅基金经理简介：张志梅女士:中国人民银行研究生部经济学硕士。1994年8月至1996年8月任职于南方证券有限公司资金部;1999年3月至2000年7月任职于南方证券有限公司研究所;2000年7月至2000年11月任职于21世纪科技投资有限公司投资部;2000年11月至2015年5月任职于南方基金管理有限公司,先后担任研究员、基金经理助理、专户投资部投资经理兼总监助理。2015年5月,加入宝盈基金管理有限公司,曾任专户投资部投资经理、专户投资部副总经理、权益投资部副总经理、宝盈泛沿海区域增长混合型证券投资基金基金经理。2017年12月7日至2020年2月5日担任宝盈新兴产业灵活配置混合型证券投资基金基金经理。2017年12月7日至2020年2月5日任宝盈泛沿海区域增长混合型证券投资基金基金经理。尚正基金管理有限公司(筹)筹备组成员。2020年7月至今任尚正基金管理有限公司副总经理。2021年11月起任尚正竞争优势混合型发起式证券投资基金基金经理。2022年3月8日2023年12月13日任尚正正鑫混合型发起式证券投资基金基金经理。2022年8月10日至2025年11月17日任"
李睿,30841923,清华大学,博士,男,否,"基金经理：李睿基金经理简介：李睿先生:清华大学核科学与技术博士。历任国泰君安证券股份有限公司投资银行部高级经理、助理董事。2021年1月起至今,任尚正基金管理有限公司研究部行业研究员、拟任基金经理。2025年2月起任尚正研究睿选混合型发起式证券投资基金基金经理。李睿累计任职时间：1年又169天任职起始日期：2025-02-18现任基金公司：尚正基金管理有限公司现任基金资产总规模1.24亿元在管基金最佳任期回报97.54%李睿管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报023400尚正中证A500指数发起C估值图基金吧档案指数型-股票0.102025-09-24 ~ 至今316天5.21%023399尚正中证A500指数发起A估值图基金吧档案指数型-股票0.262025-09-24 ~ 至今316天5.42%023398尚正研究睿选混合发起C估值图基金吧档案混合型-偏股0.572025-02-18 ~ 至今1年又169天95.82%023397尚正研究睿选混合发起A估值图基金吧档案混合型-偏股0.312025-02-18 ~ 至今1年又169天97"
杜厚良,30724475,上海交通大学,硕士,男,否,"基金经理：杜厚良基金经理简介：杜厚良先生:中国国籍,上海交通大学机械工程和广告学双学士学位,美国Fordham大学金融工程硕士。历任Brean Capital LLC科技研究员(2013.04-2014.10),BlackPuma Research创始合伙人(2014.11-2015.10),中泰证券(上海)资产管理有限公司多策略投资部研究员、投资经理、权益投资部总经理助理(2015.11-2020.10),德邦证券股份有限公司资产管理部执行总经理(2020.11-2020.12),德邦证券资产管理有限公司权益投资部负责人(2021.1-2022.11)。2022年12月加入中欧基金管理有限公司,历任高级研究员,现任权益研究部副总监/基金经理/投资经理/权益研究组组长。2025年2月26日起任中欧信息科技混合型发起式证券投资基金基金经理。2026年05月28日起任中欧科技成长混合型证券投资基金基金经理。2026年7月17日起担任中欧双利债券型证券投资基金基金经理。杜厚良累计任职时间：1年又161天任职起始日期：2025-02-26现任基金公司：中欧基金管理有限公司现任基金资产总规模30"
金兴,30874679,,硕士,男,否,"基金经理金兴的档案

查详细资料：


返回基金经理大全





基金经理：金兴




基金经理简介：金兴先生:中国国籍,硕士研究生。曾任中国重型机械有限公司资金处职员,华泰证券股份有限公司中小市值股票研究员/计算机研究员;2021年加入工银瑞信,现任研究部基金经理。2026年7月16日起担任工银瑞信科技先锋混合型发起式证券投资基金基金经理。
                        




金兴


累计任职时间：21天
任职起始日期：2026-07-16
                            
现任基金公司：工银瑞信基金管理有限公司


现任基金资产
                                        总规模
2.86亿元
"
浦宇佳,30819267,复旦大学,硕士,女,否,"基金经理：浦宇佳基金经理简介：浦宇佳女士:中国国籍,复旦大学凝聚态物理硕士,现任圆信永丰基金管理有限公司权益投资部基金经理。历任圆信永丰基金管理有限公司研究部助理研究员、研究员、权益投资部基金经理助理。2024年4月3日担任圆信永丰兴诺一年持有期灵活配置混合型证券投资基金基金经理。浦宇佳累计任职时间：2年又125天任职起始日期：2024-04-03现任基金公司：圆信永丰基金管理有限公司现任基金资产总规模16.22亿元在管基金最佳任期回报126.69%浦宇佳管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报024593圆信永丰科技驱动混合发起C估值图基金吧档案混合型-偏股4.352025-07-04 ~ 至今1年又33天126.33%024592圆信永丰科技驱动混合发起A估值图基金吧档案混合型-偏股0.612025-07-04 ~ 至今1年又33天126.69%012064圆信永丰兴诺一年持有期混合估值图基金吧档案混合型-灵活11.262024-04-03 ~ 至今2年又125天72.35%浦宇佳现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排"
许瀚天,30846794,,硕士,男,否,"经理许瀚天的档案

查详细资料：


返回基金经理大全





基金经理：许瀚天




基金经理简介：许瀚天先生:中国国籍,硕士研究生。曾任申万菱信基金管理有限公司行业研究员,2022年9月加入华安基金,历任投资研究部行业研究员,基金经理助理,现任基金经理。2025年5月12日担任华安智联混合型证券投资基金(LOF)基金经理。现任华安创新证券投资基金基金经理。
                        




许瀚天


累计任职时间：1年又86天
任职起始日期：2025-05-12
                            
现任基金公司：华安基金管理有限公司


现任基金资产
                                        "
杨明,30060263,中央财经大学,硕士,男,否,"基金经理：杨明基金经理简介：杨明先生:中央财经大学硕士研究生。曾在上海银行从事信贷员、交易员及风险管理工作。2004年10月加入华安基金管理有限公司,任研究发展部研究员。现任投资研究部总监。2013年6月起担任华安策略优选混合型证券投资基金的基金经理。2015年6月至2016年9月任华华安国企改革主题灵活配置混合型证券投资基金基金经理。2016年3月起任华安沪港深外延增长灵活配置混合型证券投资基金基金经理。2016年5月起任华安安禧保本混合型证券投资基金基金经理。曾任华安创新证券投资基金、华安睿明两年定期开放灵活配置混合型证券投资基金、华安红利精选混合型证券投资基金、华安聚恒精选混合型证券投资基金基金经理。杨明累计任职时间：18年又65天任职起始日期：2006-11-02现任基金公司：华安基金管理有限公司现任基金资产总规模47.98亿元在管基金最佳任期回报314.45%杨明管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报014971华安红利精选混合C估值图基金吧档案混合型-偏股0.362022-04-27 ~ 2023-08-281年又123天-17"
廖发达,30362246,,博士,男,否,"基金经理：廖发达基金经理简介：廖发达先生:博士研究生。曾任上海证大投资管理有限公司副经理,金鹰基金管理有限公司研究员,中国人寿资产管理有限公司研究员,太平洋资产管理有限公司投资经理。2015年6月加入华安基金管理有限公司,任基金经理助理。2015年8月起担任华安创新证券投资基金的基金经理。2016年2月任华安安华保本混合型证券投资基金基金经理。2016年8月起任华安安进保本混合型发起式证券投资基金基金经理。廖发达累计任职时间：3年又264天任职起始日期：2015-08-06现任基金公司：现任基金资产总规模--在管基金最佳任期回报--廖发达管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报002181华安大安全主题混合A估值图基金吧档案混合型-灵活1.812017-08-23 ~ 2019-04-261年又246天-1.30%002768华安安进灵活配置混合发起式A估值图基金吧档案混合型-灵活1.012016-08-15 ~ 2019-02-012年又170天6.18%002350华安安华灵活配置混合A估值图基金吧档案混合型-灵活5.832016-02-"
杨鑫鑫,30200305,,硕士,男,否,"基金经理：杨鑫鑫基金经理简介：杨鑫鑫先生:硕士研究生,具有基金从业资格,2008年7月应届进入华安基金管理有限公司,先后担任研究发展部行业研究员、基金投资部基金经理助理。2013年6月起担任华安核心优选股票型证券投资基金的基金经理。2014年12月起担任华安创新证券投资基金的基金经理。2015年4月起担任华安新丝路主题股票型证券投资基金的基金经理,2018年加入工银瑞信,现任权益投资部基金经理。2022年8月22日起担任工银瑞信精选平衡混合型证券投资基金基金经理。杨鑫鑫累计任职时间：12年又310天任职起始日期：2013-06-05现任基金公司：工银瑞信基金管理有限公司现任基金资产总规模24.21亿元在管基金最佳任期回报138.29%杨鑫鑫管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报483003工银精选平衡混合估值图基金吧档案混合型-偏股12.542022-08-22 ~ 至今3年又350天32.44%000893工银创新动力股票估值图基金吧档案股票型11.672019-02-28 ~ 至今7年又161天138.29%001104华安新丝路主题股"
李冠宇,30132439,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
汪光成,30042701,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
刘新勇,30037007,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
孙正,30040373,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
尚志民,30036300,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
刘耀军,30591214,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
殷鸣,30063953,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
张伟,30042702,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
邓跃辉,30042703,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
鲍泓,30040158,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
陆秋渊,30542921,复旦大学,硕士,女,否,"基金经理：陆秋渊基金经理简介：陆秋渊女士:复旦大学硕士,2007年5月应届毕业生加入华安基金,历任全球投资部研究员、投资经理。2017年6月30日至2025年12月1日担任华安沪港深机会灵活配置混合型证券投资基金基金经理。2018年9月至2018年10月担任华安安禧保本混合型证券投资基金的基金经理。2018年10月至2021年8月16日担任华安安禧灵活配置混合型证券投资基金的基金经理。2018年10月起,同时担任华安核心优选混合型证券投资基金的基金经理。陆秋渊累计任职时间：9年又39天任职起始日期：2017-06-30现任基金公司：华安基金管理有限公司现任基金资产总规模4.42亿元在管基金最佳任期回报159.29%陆秋渊管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报016293华安核心优选混合C估值图基金吧档案混合型-偏股0.002022-08-11 ~ 至今3年又361天2.06%006768华安沪港深优选混合估值图基金吧档案混合型-偏股0.452019-03-25 ~ 至今7年又136天13.25%040011华安核心优选混合A估值图基金吧档案"
盛骅,30166092,香港理工大学,硕士,男,否,"基金经理：盛骅基金经理简介：盛骅先生:香港理工大学全球供应链学学士、金融投资学硕士。曾任交通银行香港分行经理、国泰君安香港研究员、中信建投国际研究员。2015年5月加入华安资产管理(香港)有限公司担任研究员,2018年1月转入华安基金,历任全球投资部研究员。2018年2月起担任华安沪港深机会灵活配置混合型证券投资基金的基金经理。2018年10月31日至2025年12月1日担任华安核心优选混合型证券投资基金的基金经理。2019年3月25日至2025年12月1日担任华安沪港深优选混合型证券投资基金的基金经理。2021年11月起至2024年7月1日担任华安优势龙头混合型证券投资基金的基金经理。盛骅累计任职时间：8年又175天任职起始日期：2018-02-14现任基金公司：华安基金管理有限公司现任基金资产总规模10.58亿元在管基金最佳任期回报92.39%盛骅管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报016293华安核心优选混合C估值图基金吧档案混合型-偏股0.002022-08-11 ~ 2025-12-013年又113天-9.89%014539华安"
陈俏宇,30040186,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
吴丰树,30047220,,硕士,男,是,"基金经理：吴丰树基金经理简介：吴丰树先生:CFA,硕士研究生。曾在中金公司担任研究员、华宝兴业基金管理有限公司担任基金经理。2011年3月份加入华安基金管理有限公司。2011年7月至2013年5月担任华安核心优选股票型证券投资基金的基金经理。2012年10月起同时担任华安行业轮动股票型证券投资基金的基金经理,2013年2月起担任华安中小盘成长股票型证券投资基金的基金经理。2013年5月起同时担任华安保本混合型证券投资基金的基金经理。2018年加入博时基金管理有限公司,现为权益投资价值组投资副总监兼基金经理。曾任博时荣华灵活配置混合型证券投资基金的基金经理、曾任博时荣丰回报三年封闭运作灵活配置混合型证券投资基金基金经理、曾任博时港股通红利精选混合型发起式证券投资基金的基金经理。吴丰树累计任职时间：10年又253天任职起始日期：2008-09-23现任基金公司：现任基金资产总规模--在管基金最佳任期回报--吴丰树管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报011648博时港股通红利精选混合C估值图基金吧档案混合型-偏股0.162021-05-27 ~"
文康,30846684,,硕士,男,否,"基金经理文康的档案

查详细资料：


返回基金经理大全





基金经理：文康




基金经理简介：文康先生:中国国籍,硕士研究生,曾任东北证券上海研究咨询分公司研究员、东证融汇证券资产管理有限公司研究员、天风证券研究员,2021年4月加入华安基金,历任投资研究部研究员、基金经理助理。现任基金经理。2025年6月9日担任华安行业轮动混合型证券投资基金基金经理。2026年7月13日起担任华安聚嘉精选混合型证券投资基金的基金经理。
                        




文康


累计任职时间：1年又71天
任职起始日期：2025-05-27
                            
现任基金公司：华安基金管理有限公司


现任基金资产
      "
饶晓鹏,30276715,,硕士,男,否,"基金经理：饶晓鹏基金经理简介：饶晓鹏先生:硕士研究生。2007年11月至2010年12月在银河基金管理有限公司担任研究员。2011年1月起加入国联安基金管理有限公司,担任研究员;2011年3月起担任国联安优选行业股票型证券投资基金基金经理助理;2013年12月至2015年4月担任国联安德盛红利股票证券投资基金的基金经理;2014年1月至2015年4月担任国联安优选行业股票型证券投资基金的基金经理。2015年5月加入华安基金管理有限公司。2015年9月7日-2020年5月25日担任华安安信消费服务混合型证券投资基金和华安升级主题混合型证券投资基金基金经理。2018年11月至2025年11月10日任华安行业轮动混合型证券投资基金基金经理。2019年12月起担任华安汇智精选两年持有期混合型证券投资基金的基金经理。2020年4月26日-2023年10月23日起担任华安现代生活混合型证券投资基金基金经理。2020年7月16日起任华安聚优精选混合型证券投资基金基金经理。饶晓鹏累计任职时间：12年又78天任职起始日期：2013-12-31现任基金公司：华安基金管理有限公司现任基金资产总规模39.42"
陈媛,30570419,上海交通大学,硕士,女,否,"基金经理：陈媛基金经理简介：陈媛女士:中国国籍,硕士研究生。上海交通大学应届毕业加入华安基金,历任投资研究部研究员、基金投资部基金经理助理。2018年2月起,担任华安生态优先混合型证券投资基金的基金经理。2018年6月至2019年8月担任华安行业轮动股票型证券投资基金的基金经理。2018年11月起,同时担任华安宝利配置证券投资基金的基金经理。2020年2月27日任职华安优质生活混合型证券投资基金基金经理。曾任华安国企改革主题灵活配置混合型证券投资基金的基金经理。陈媛累计任职时间：8年又163天任职起始日期：2018-02-26现任基金公司：华安基金管理有限公司现任基金资产总规模41.25亿元在管基金最佳任期回报66.81%陈媛管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报016290华安国企改革主题灵活配置混合C估值图基金吧档案混合型-灵活0.022022-08-11 ~ 2025-07-212年又345天-25.12%001445华安国企改革主题灵活配置混合A估值图基金吧档案混合型-灵活2.372022-08-05 ~ 2025-07-212年又"
沈雪峰,30037628,上海财经大学,硕士,女,否,"基金经理：沈雪峰基金经理简介：沈雪峰女士:上海财经大学经济学硕士。历任:安徽省国际信托投资公司投资银行部、股票自营部投资经理;华安基金管理有限公司研究发展部高级研究员;亚洲证券资产管理总部副总经理兼固定收益证券管理总部副总经理、研究所副所长;华富基金管理公司资深研究员、基金经理、投研部副总监。后重新加入华安基金管理公司,任基金经理。2012年10月加入华泰柏瑞基金管理有限公司,2013年2月起任华泰柏瑞价值增长股票型证券投资基金的基金经理,2014年5月起任华泰柏瑞创新升级混合型证券投资基金的基金经理。2014年7月起任投资部总监。2014年8月任华泰柏瑞盛世中国股票型证券投资基金的基金经理。其管理的华安宝利配置基金获中国证券报社颁发的2009、2010年度金牛基金奖,华安中小盘成长股票基金获中国证券报社颁发的2009年度金牛基金奖。2020年6月30日起担任华泰柏瑞激励动力灵活配置混合型证券投资基金基金经理。2020年8月28日起担任华泰柏瑞品质优选混合型证券投资基金基金经理。曾任华泰柏瑞优势领航混合型证券投资基金基金经理。沈雪峰累计任职时间：14年又139天任职起始日期：2006-"
谢振东,30131572,,硕士,男,否,"基金经理：谢振东基金经理简介：谢振东先生:研究生、硕士,曾在华泰联合证券担任行业研究员,2011年9月加入华安基金管理有限公司,先后担任投资研究部高级研究员,基金投资部基金经理助理。谢振东累计任职时间：4年又252天任职起始日期：2015-03-02现任基金公司：现任基金资产总规模--在管基金最佳任期回报--谢振东管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报001104华安新丝路主题股票A估值图基金吧档案股票型4.342018-10-31 ~ 2019-11-081年又8天66.82%002350华安安华灵活配置混合A估值图基金吧档案混合型-灵活5.832018-08-13 ~ 2019-11-081年又87天6.73%001532华安文体健康混合A估值图基金吧档案混合型-灵活24.392017-06-08 ~ 2019-11-082年又153天29.60%040025华安科技动力混合A估值图基金吧档案混合型-偏股32.672015-03-25 ~ 2019-11-084年又229天62.19%040015华安动态灵活配置混合A估值图基金吧档案混"
陈逊,30168050,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
冀楠,30157718,南开大学,硕士,女,否,"基金经理：冀楠基金经理简介：冀楠女士:中国国籍,南开大学经济学硕士,2012年8月至2014年1月任职于华创证券研究所,担任研究员;2014年3月加入泰达宏利基金管理有限公司,任职于研究部,担任研究员,负责消费行业研究分析工作。2017年6月16日至2021年1月20日任泰达宏利价值优化型稳定类行业混合型证券投资基金基金经理。2019年7月22日担任泰达宏利价值优化型稳定类行业混合型证券投资基金基金经理。2019年7月22日至2021年1月20日担任泰达宏利行业精选混合型证券投资基金基金经理。现任博时精选混合型证券投资基金的基金经理、博时厚泽回报灵活配置混合型证券投资基金基金经理、博时卓越品牌混合型证券投资基金(LOF)的基金经理、博时核心资产精选混合型证券投资基金的基金经理。2021年11月8日至2023年2月24日担任博时研究慧选混合型证券投资基金的基金经理。现任博时女性消费主题混合型证券投资基金基金经理。冀楠累计任职时间：8年又300天任职起始日期：2017-06-16现任基金公司：博时基金管理有限公司现任基金资产总规模31.70亿元在管基金最佳任期回报53.52%冀楠管理过的基"
杨鹏,30062415,,硕士,男,否,"基金经理：杨鹏基金经理简介：杨鹏先生:经济学硕士。曾任职于融通基金研究策划部,担任宏观研究员、债券研究员和货币基金基金经理助理职务。2008年3月加入景顺长城基金管理有限公司,担任研究员等职务;自2010年8月起担任基金经理,现任股票投资部投资副总监。曾任博时精选混合型证券投资基金的基金经理。杨鹏累计任职时间：9年又162天任职起始日期：2010-08-21现任基金公司：现任基金资产总规模--在管基金最佳任期回报--杨鹏管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报050004博时精选混合A估值图基金吧档案混合型-偏股25.322019-06-19 ~ 2021-05-181年又334天55.54%004719景顺长城睿成混合C估值图基金吧档案混合型-灵活4.872017-11-10 ~ 2018-02-28110天-3.56%004707景顺长城睿成混合A估值图基金吧档案混合型-灵活8.212017-11-10 ~ 2018-02-28110天-3.49%260108景顺长城新兴成长混合A估值图基金吧档案混合型-偏股107.152014-10-3"
