fund_code,report_date,stock_code,stock_name,hold_ratio,hold_shares,hold_value,year,quarter,report_type,data_source,hold_ratio_flag
040004,2010-09-30,2161,远望谷,2.473536335075164,167.41,3934.14,2010,3,季报,ifind,value_proxy
040004,2010-12-31,63,中兴通讯,3.002985385471124,270.0,7371.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,530,冰山冷热,1.0267309291687374,212.14,2520.17,2010,4,年报,ifind,value_proxy
040004,2010-12-31,541,佛山照明,1.2841826392000448,190.0,3152.1,2010,4,年报,ifind,value_proxy
040004,2010-12-31,547,航天发展,0.5644765121402334,98.2,1385.54,2010,4,年报,ifind,value_proxy
040004,2010-12-31,597,东北制药,0.6284636081437737,90.0,1542.6,2010,4,年报,ifind,value_proxy
040004,2010-12-31,630,铜陵有色,2.855912027154061,200.0,7010.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,858,五粮液,7.336393925845856,520.0,18007.6,2010,4,年报,ifind,value_proxy
040004,2010-12-31,887,中鼎股份,6.052496470443104,608.86,14856.2,2010,4,年报,ifind,value_proxy
040004,2010-12-31,972,中基健康,0.5948119200634705,100.0,1460.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,999,华润三九,3.382992795360989,325.0,8303.75,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2013,中航机电,0.6628486259885387,50.0,1627.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2020,京新药业,2.697459835325098,380.08,6621.07,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2024,ST易购,2.6685055317915976,500.0,6550.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2117,东港股份,1.6173343511950464,139.0,3969.84,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2152,广电运通,1.1077353497620386,50.0,2719.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2154,报喜鸟,2.4320922378918497,187.73,5969.71,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2156,通富微电,0.39680066149604,54.63,973.97,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2161,远望谷,3.242735329799173,228.0,7959.48,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2250,联化科技,0.6514412740969105,39.0,1599.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2324,普利特,1.644288294093265,100.0,4036.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2398,垒知集团,1.181035733774244,89.61,2898.92,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2409,雅克科技,0.843736634555786,50.0,2071.0,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2414,高德红外,0.2584580014303189,20.0,634.4,2010,4,年报,ifind,value_proxy
040004,2010-12-31,2475,立讯精密,1.5961737134360765,70.0,3917.9,2010,4,年报,ifind,value_proxy
040004,2011-03-31,401,冀东水泥,9.960993010099545,550.0,15400.0,2011,1,季报,ifind,value_proxy
040004,2011-03-31,887,中鼎股份,7.147329425433107,500.0,11049.99,2011,1,季报,ifind,value_proxy
040004,2011-03-31,999,华润三九,6.047131279290332,437.28,9349.05,2011,1,季报,ifind,value_proxy
040004,2011-03-31,2020,京新药业,4.486974578640293,350.0,6937.0,2011,1,季报,ifind,value_proxy
040004,2011-03-31,2024,ST易购,4.564269297127755,550.0,7056.5,2011,1,季报,ifind,value_proxy
040004,2011-03-31,2117,东港股份,2.0637301745515257,136.35,3190.59,2011,1,季报,ifind,value_proxy
040004,2011-03-31,2161,远望谷,3.961428706521074,273.66,6124.49,2011,1,季报,ifind,value_proxy
040004,2011-03-31,2398,垒知集团,0.841833272898997,50.0,1301.5,2011,1,季报,ifind,value_proxy
040004,2011-06-30,2,万科A,2.859887026002056,1119.9,9463.19,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,63,中兴通讯,0.7317241082517583,85.62,2421.23,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,401,冀东水泥,2.265681343599506,300.0,7497.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,402,金融街,0.2257521626875858,100.0,747.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,568,泸州老窖,0.3408948320101697,25.0,1128.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,623,吉林敖东,1.1173372100248224,120.0,3697.2,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,629,钒钛股份,2.9885053163878785,893.3,9888.78,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,718,苏宁环球,0.2902139248044025,120.04,960.3,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,778,新兴铸管,0.2332258587829861,73.15,771.73,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,858,五粮液,4.6418512958718114,430.0,15359.6,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,887,中鼎股份,1.7638587650951734,450.0,5836.5,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,932,华菱钢铁,0.372627063713244,300.0,1233.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,983,山西焦煤,2.9180960274147134,399.0,9655.8,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,998,隆平高科,0.1571500998628442,20.0,520.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,999,华润三九,2.3271965413438944,429.0,7700.55,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2007,华兰生物,0.2051413226671127,20.0,678.8,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2020,京新药业,1.5707454693021785,270.0,5197.5,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2024,ST易购,2.051806101920785,530.0,6789.3,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2061,浙江交科,0.6570566559957718,162.13,2174.16,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2073,软控股份,1.160082037187516,186.34,3838.64,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2092,ST中泰,1.0558008574592987,266.28,3493.58,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2117,东港股份,0.7371488088143313,130.51,2439.18,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2123,梦网科技,0.6884383220914598,100.0,2278.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2152,广电运通,1.024890641663199,110.0,3391.3,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2155,湖南黄金,0.7409476102667852,75.0,2451.75,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2161,远望谷,2.57587146379032,380.0,8523.4,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2250,联化科技,1.01553416648675,105.51,3360.34,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2304,洋河股份,1.16472400936808,30.55,3854.0,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2324,普利特,0.3533912870665709,76.93,1169.35,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2327,富安娜,0.1522965794709263,12.01,503.94,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2415,海康威视,0.7598116664849367,63.99,2514.17,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2417,深南退,0.3961119372908241,90.9,1310.71,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2475,立讯精密,0.9606918037519224,88.16,3178.87,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2484,江海股份,0.8630562599775203,119.94,2855.8,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2541,鸿路钢构,0.2499170126588032,20.52,826.96,2011,2,半年报,ifind,value_proxy
040004,2011-06-30,2595,豪迈科技,1.498341582907678,198.0,4957.92,2011,2,半年报,ifind,value_proxy
040004,2011-09-30,401,冀东水泥,5.808819684444211,490.0,7820.4,2011,3,季报,ifind,value_proxy
040004,2011-09-30,629,钒钛股份,9.53132502056009,1600.0,12832.0,2011,3,季报,ifind,value_proxy
040004,2011-09-30,858,五粮液,12.672532432650849,470.0,17061.0,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2020,京新药业,3.2158417277130997,218.0,4329.48,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2061,浙江交科,1.41621733560247,162.13,1906.65,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2117,东港股份,0.9982933936746228,75.0,1344.0,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2161,远望谷,5.903806112407835,436.96,7948.28,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2324,普利特,0.995158871262936,90.96,1339.78,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2417,深南退,1.5496647992241832,153.41,2086.31,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2484,江海股份,1.8449115559590987,110.0,2483.8,2011,3,季报,ifind,value_proxy
040004,2011-09-30,2595,豪迈科技,3.6124256627955065,200.14,4863.4,2011,3,季报,ifind,value_proxy
040004,2011-12-31,1,平安银行,4.742798587216626,961.86,14995.45,2011,4,年报,ifind,value_proxy
040004,2011-12-31,401,冀东水泥,0.8963130093670545,170.0,2833.9,2011,4,年报,ifind,value_proxy
040004,2011-12-31,562,宏源证券,0.0836788640700947,24.68,264.57,2011,4,年报,ifind,value_proxy
040004,2011-12-31,623,吉林敖东,0.9233678154015856,143.18,2919.44,2011,4,年报,ifind,value_proxy
040004,2011-12-31,629,钒钛股份,2.8800685498064142,1450.0,9106.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,776,广发证券,0.3985159645020955,60.0,1260.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,778,新兴铸管,1.212171702311231,599.77,3832.56,2011,4,年报,ifind,value_proxy
040004,2011-12-31,858,五粮液,6.952085698138136,670.14,21980.62,2011,4,年报,ifind,value_proxy
040004,2011-12-31,999,华润三九,0.8999407697740694,164.47,2845.37,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2020,京新药业,1.0185878283166656,190.0,3220.5,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2055,得润电子,0.4282465205839978,68.38,1354.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2073,软控股份,1.9883289855557889,415.5,6286.56,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2092,ST中泰,0.6396181230258633,270.0,2022.3,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2117,东港股份,0.4228697178883347,70.0,1337.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2123,梦网科技,0.4648404071656586,90.0,1469.7,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2152,广电运通,1.1185995212811162,152.12,3536.71,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2155,湖南黄金,0.1904337001799299,30.0,602.1,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2161,远望谷,3.443744078993708,626.48,10888.19,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2250,联化科技,1.079320396176739,180.75,3412.52,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2269,美邦服饰,0.4310772490620088,52.48,1362.95,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2304,洋河股份,1.182937709772399,29.0,3740.13,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2309,*ST中利,0.3055289061182732,50.0,966.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2324,普利特,0.1616203633814054,50.0,511.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2384,东山精密,0.1698563599811153,28.0,537.04,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2415,海康威视,0.6224344941755469,45.77,1967.97,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2417,深南退,0.7328518817686631,163.41,2317.08,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2475,立讯精密,1.711088387266934,155.01,5410.0,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2484,江海股份,0.1994540774081837,37.36,630.62,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2547,春兴精工,0.1647578858955806,29.51,520.92,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2563,森马服饰,0.5022597911023594,41.86,1588.01,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2582,好想你,0.1269905911962193,7.72,401.51,2011,4,年报,ifind,value_proxy
040004,2011-12-31,2595,豪迈科技,1.774417634546501,233.76,5610.23,2011,4,年报,ifind,value_proxy
040004,2012-03-31,1,平安银行,8.44931980461332,961.86,15110.87,2012,1,季报,ifind,value_proxy
040004,2012-03-31,858,五粮液,13.407325580238028,730.14,23977.83,2012,1,季报,ifind,value_proxy
040004,2012-03-31,2020,京新药业,1.075255229134485,150.0,1923.0,2012,1,季报,ifind,value_proxy
040004,2012-03-31,2161,远望谷,3.1350148170506063,330.0,5606.7,2012,1,季报,ifind,value_proxy
040004,2012-03-31,2475,立讯精密,2.686986213360384,155.01,4805.44,2012,1,季报,ifind,value_proxy
040004,2012-03-31,2595,豪迈科技,2.2443366815912613,211.81,4013.8,2012,1,季报,ifind,value_proxy
040004,2012-06-30,1,平安银行,2.5224255358117174,399.0,6048.84,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2,万科A,4.458668741262603,1200.0,10692.0,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,31,大悦城,0.5679673424616222,300.0,1362.0,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,157,中联重科,0.0418260825616011,10.0,100.3,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,629,钒钛股份,0.2743924459175825,100.0,658.0,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,690,宝新能源,0.8238028524470886,450.0,1975.5,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,858,五粮液,9.9746324600759,730.14,23919.42,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2152,广电运通,1.1009058620401488,160.0,2640.0,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2161,远望谷,1.646104469627759,510.0,3947.4,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2250,联化科技,2.5176966447224998,350.0,6037.5,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2269,美邦服饰,1.0157691420423771,101.07,2435.84,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2304,洋河股份,1.4027167020596782,25.0,3363.75,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2450,康得退,1.46664847391929,221.06,3517.06,2012,2,半年报,ifind,value_proxy
040004,2012-06-30,2475,立讯精密,1.9492956120728009,158.19,4674.46,2012,2,半年报,ifind,value_proxy
040004,2012-09-30,858,五粮液,15.540302807550924,730.14,24751.78,2012,3,季报,ifind,value_proxy
040004,2012-09-30,2250,联化科技,4.603365906814112,390.0,7332.0,2012,3,季报,ifind,value_proxy
040004,2012-12-31,50,深天马A,0.5078225828110509,180.0,1423.8,2012,4,年报,ifind,value_proxy
040004,2012-12-31,488,晨鸣纸业,1.996137224233488,1342.12,5596.64,2012,4,年报,ifind,value_proxy
040004,2012-12-31,629,钒钛股份,1.1755746825012106,800.0,3296.0,2012,4,年报,ifind,value_proxy
040004,2012-12-31,858,五粮液,8.65909193775118,860.0,24277.8,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2078,太阳纸业,0.1662781908319369,90.0,466.2,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2152,广电运通,0.4907738965781753,96.97,1376.0,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2161,远望谷,0.7226788293944032,330.0,2026.2,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2250,联化科技,3.1667899010858767,455.32,8878.84,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2311,海大集团,0.5838105033531876,95.72,1636.85,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2368,太极股份,0.2165682485481599,40.0,607.2,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2436,兴森科技,0.6578046549404756,120.54,1844.31,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2450,康得退,2.08008238724122,240.0,5832.0,2012,4,年报,ifind,value_proxy
040004,2012-12-31,2501,利源股份,2.351563098810583,345.37,6593.16,2012,4,年报,ifind,value_proxy
040004,2013-03-31,488,晨鸣纸业,3.058353900585985,1462.12,5570.68,2013,1,季报,ifind,value_proxy
040004,2013-03-31,858,五粮液,7.542890648096984,615.0,13739.1,2013,1,季报,ifind,value_proxy
040004,2013-03-31,2013,中航机电,2.36363232093314,291.88,4305.27,2013,1,季报,ifind,value_proxy
040004,2013-03-31,2250,联化科技,6.934830151688463,500.06,12631.54,2013,1,季报,ifind,value_proxy
040004,2013-03-31,2501,利源股份,4.31501921394527,342.17,7859.65,2013,1,季报,ifind,value_proxy
040004,2013-03-31,2648,卫星化学,0.9145173647454368,100.65,1665.76,2013,1,季报,ifind,value_proxy
040004,2013-06-30,2,万科A,2.287221388042571,550.0,5417.5,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,28,国药一致,2.775033886129517,235.42,6572.93,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,488,晨鸣纸业,1.507222954372308,1000.0,3570.0,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,858,五粮液,2.7920355299313577,330.0,6613.2,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,961,ST中南,1.0459114044214828,253.31,2477.34,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,989,ST九芝,0.616462632164349,132.02,1460.15,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,999,华润三九,0.1249686259087403,10.0,296.0,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2013,中航机电,1.5227427066980015,304.88,3606.76,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2025,航天电器,1.049149611721213,240.56,2485.01,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2055,得润电子,0.3029222604375717,70.0,717.5,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2063,远光软件,1.0345206830464226,169.57,2450.36,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2148,北纬科技,0.275606483085222,20.0,652.8,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2179,中航光电,1.8877017573079728,372.6,4471.2,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2185,华天科技,0.2937184900159145,90.0,695.7,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2241,歌尔股份,0.229819836193996,15.0,544.35,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2250,联化科技,5.915098595390641,700.87,14010.47,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2273,水晶光电,2.090585788322991,269.26,4951.75,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2311,海大集团,0.6876694174541061,142.13,1628.81,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2368,太极股份,0.8912036230768923,110.0,2110.9,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2385,大北农,2.8970387290859616,664.91,6861.91,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2415,海康威视,4.5506734056842575,305.0,10778.7,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2450,康得退,3.90700898781957,330.74,9254.12,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2475,立讯精密,0.1773203475732127,20.0,420.0,2013,2,半年报,ifind,value_proxy
040004,2013-06-30,2501,利源股份,2.378465372608101,475.01,5633.62,2013,2,半年报,ifind,value_proxy
040004,2013-09-30,2013,中航机电,3.0698634902755777,300.91,4254.91,2013,3,季报,ifind,value_proxy
040004,2013-09-30,2025,航天电器,2.1399240908791164,239.0,2965.99,2013,3,季报,ifind,value_proxy
040004,2013-09-30,2250,联化科技,12.326848461262411,711.0,17085.33,2013,3,季报,ifind,value_proxy
040004,2013-09-30,2273,水晶光电,5.818657921086318,419.61,8064.81,2013,3,季报,ifind,value_proxy
040004,2013-09-30,2385,大北农,5.840800366053792,630.0,8095.5,2013,3,季报,ifind,value_proxy
040004,2013-09-30,2415,海康威视,9.523632244075111,500.0,13200.0,2013,3,季报,ifind,value_proxy
040004,2013-09-30,2501,利源股份,3.749648816061,410.84,5197.11,2013,3,季报,ifind,value_proxy
040004,2013-12-31,2,万科A,1.3864343227925402,399.0,3203.97,2013,4,年报,ifind,value_proxy
040004,2013-12-31,488,晨鸣纸业,1.373175663176388,675.18,3173.33,2013,4,年报,ifind,value_proxy
040004,2013-12-31,581,威孚高科,2.241466414677128,168.18,5179.9,2013,4,年报,ifind,value_proxy
040004,2013-12-31,625,长安汽车,1.3206559661263748,266.55,3051.96,2013,4,年报,ifind,value_proxy
040004,2013-12-31,999,华润三九,1.7259711135175368,160.25,3988.62,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2055,得润电子,0.2267473119733615,50.0,524.0,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2063,远光软件,2.802687648005089,333.0,6476.85,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2179,中航光电,1.2968734618018407,180.0,2997.0,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2241,歌尔股份,1.3661958270272845,90.0,3157.2,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2250,联化科技,6.565844887962379,722.88,15173.29,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2273,水晶光电,1.582471221157601,230.0,3657.0,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2385,大北农,2.867864518481096,405.35,6627.47,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2415,海康威视,3.878157937724543,390.0,8962.2,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2450,康得退,4.195560902099468,399.0,9695.7,2013,4,年报,ifind,value_proxy
040004,2013-12-31,2501,利源股份,1.5625269776292572,257.74,3610.91,2013,4,年报,ifind,value_proxy
040004,2014-03-31,2063,远光软件,10.498103719529729,453.72,9664.19,2014,1,季报,ifind,value_proxy
040004,2014-03-31,2250,联化科技,14.152347476056288,706.9,13028.16,2014,1,季报,ifind,value_proxy
040004,2014-03-31,2415,海康威视,7.563341785748388,399.0,6962.55,2014,1,季报,ifind,value_proxy
040004,2014-06-30,69,华侨城A,0.2775251713555205,100.0,469.0,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,581,威孚高科,2.074692970766717,130.0,3506.1,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,999,华润三九,1.7438521961294646,160.25,2947.0,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2063,远光软件,5.49045976157215,453.72,9278.53,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2179,中航光电,0.2834070481215629,27.29,478.94,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2241,歌尔股份,0.6310295154232987,40.0,1066.4,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2250,联化科技,8.909776981008994,1060.35,15056.96,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2385,大北农,2.0166434626431,300.0,3408.0,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2415,海康威视,3.7572115122885066,374.82,6349.45,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2450,康得退,3.944378274974544,293.0,6665.75,2014,2,半年报,ifind,value_proxy
040004,2014-06-30,2727,一心堂,0.0003609602441937,0.05,0.61,2014,2,半年报,ifind,value_proxy
040004,2014-09-30,2063,远光软件,8.840703043997031,430.0,8991.3,2014,3,季报,ifind,value_proxy
040004,2014-09-30,2185,华天科技,6.1787579477392365,477.51,6284.01,2014,3,季报,ifind,value_proxy
040004,2014-09-30,2250,联化科技,15.535362861338529,1000.0,15800.0,2014,3,季报,ifind,value_proxy
040004,2014-09-30,2438,江苏神通,3.4128439104081525,186.31,3470.98,2014,3,季报,ifind,value_proxy
040004,2014-09-30,2450,康得退,6.11975306639057,200.0,6224.0,2014,3,季报,ifind,value_proxy
040004,2014-12-31,69,华侨城A,2.8212953974110806,700.3,5777.46,2014,4,年报,ifind,value_proxy
040004,2014-12-31,581,威孚高科,1.7032391771868791,130.0,3487.9,2014,4,年报,ifind,value_proxy
040004,2014-12-31,729,燕京啤酒,3.5115665366412023,900.0,7191.0,2014,4,年报,ifind,value_proxy
040004,2014-12-31,961,ST中南,0.8228814867047823,123.0,1685.1,2014,4,年报,ifind,value_proxy
040004,2014-12-31,999,华润三九,1.4385165767817625,130.0,2945.8,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2013,中航机电,0.2422106803190149,20.0,496.0,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2063,远光软件,4.210119718488683,430.0,8621.5,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2185,华天科技,1.3418276358479622,220.0,2747.8,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2237,恒邦股份,3.158402854960729,399.0,6467.79,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2250,联化科技,7.227254170809316,1000.0,14800.0,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2318,久立特材,0.3920687722067151,26.87,802.88,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2425,ST凯文,0.9536752540770504,180.83,1952.94,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2438,江苏神通,3.0926201921668284,311.82,6333.08,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2491,通鼎互联,1.6443077560157122,164.25,3367.22,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2573,清新环境,1.0232131590718645,75.7,2095.34,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2653,海思科,0.1673988330914482,20.0,342.8,2014,4,年报,ifind,value_proxy
040004,2014-12-31,2736,国信证券,0.002729753433434,0.55,5.59,2014,4,年报,ifind,value_proxy
040004,2015-03-31,729,燕京啤酒,5.7520915383196725,900.0,8262.0,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2063,远光软件,9.017137988443045,323.47,12951.74,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2094,青岛金王,5.010432366939718,365.13,7196.72,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2237,恒邦股份,6.266897465104361,399.0,9001.44,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2241,歌尔股份,11.830872913657153,510.31,16993.24,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2250,联化科技,12.955594090035758,969.71,18608.73,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2425,凯撒文化,2.1553146868190844,180.83,3095.78,2015,1,季报,ifind,value_proxy
040004,2015-03-31,2438,江苏神通,2.706908378900894,137.0,3888.06,2015,1,季报,ifind,value_proxy
040004,2015-06-30,796,ST凯撒,3.51577129770973,269.36,6680.04,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2063,远光软件,4.937313331030201,300.0,9381.0,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2094,青岛金王,2.226838311067266,219.11,4231.04,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2237,恒邦股份,3.5909599324470696,570.0,6822.9,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2241,歌尔股份,9.977225517273174,528.05,18956.94,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2250,联化科技,11.199875032973315,950.0,21280.0,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2425,ST凯文,2.5058720397435565,180.83,4761.21,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2438,江苏神通,1.3709320717053053,80.0,2604.8,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2488,金固股份,2.1983596814603965,128.6,4176.93,2015,2,半年报,ifind,value_proxy
040004,2015-06-30,2491,通鼎互联,3.1747487870135345,332.16,6032.09,2015,2,半年报,ifind,value_proxy
040004,2015-09-30,796,ST凯撒,9.354735321812347,270.47,6491.35,2015,3,季报,ifind,value_proxy
040004,2015-09-30,2208,合肥城建,8.401038981102177,470.13,5829.57,2015,3,季报,ifind,value_proxy
040004,2015-09-30,2241,歌尔股份,12.923235356254825,379.18,8967.57,2015,3,季报,ifind,value_proxy
040004,2015-09-30,2250,联化科技,14.037197298902768,544.17,9740.56,2015,3,季报,ifind,value_proxy
